result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type
SINGLE,89.6,8,25.89234326,150,line_drive
OUT,106.7,3,44.52303432,81,ground_ball
OUT,96.2,36,22.28271405,331,fly_ball
OUT,85.4,45,-42.20972755,274,fly_ball
OUT,54.2,-35,0.023578509,3,ground_ball
OUT,92.4,26,42.69238107,270,fly_ball
OUT,98.7,63,-34.25585985,175,popup
HR,98.9,26,-19.72148955,385,fly_ball
OUT,65.9,-22,-17.49854844,5,ground_ball
OUT,100.3,43,-22.67662222,310,fly_ball
OUT,83.9,60,32.30733445,130,popup
OUT,57,52,-26.77847002,137,popup
OUT,75.8,37,37.12686387,214,fly_ball
OUT,88.6,-22,42.89307871,8,ground_ball
OUT,92.5,18,-28.73317397,271,line_drive
OUT,89.6,49,-1.692949597,247,fly_ball
SINGLE,86.5,-21,14.26521721,8,ground_ball
DOUBLE,104.6,17,18.37800108,324,line_drive
OUT,84.9,-24,-12.47972187,4,ground_ball
OUT,82.6,33,-8.899024398,293,fly_ball
OUT,99.1,-2,18.04349091,36,ground_ball
SINGLE,96.9,11,-0.532126116,214,line_drive
SINGLE,84.3,17,23.51455668,227,line_drive
SINGLE,75.1,22,-30.5830558,221,line_drive
OUT,77.2,-9,19.79970077,19,ground_ball
OUT,90,-4,3.940198349,21,ground_ball
OUT,92.8,1,-32.76334728,63,ground_ball
SINGLE,101.9,1,36.47813774,52,ground_ball
DOUBLE,110.5,23,18.04103147,390,fly_ball
OUT,99.3,26,21.85781614,372,fly_ball
OUT,86.2,5,-36.42282919,80,ground_ball
HR,100.1,26,-27.20944611,364,fly_ball
SINGLE,98.3,7,-1.542845762,148,line_drive
OUT,72.9,38,-26.41758927,242,fly_ball
SINGLE,91.2,18,43.0508028,243,line_drive
OUT,63.1,-8,-3.833345435,14,ground_ball
OUT,96.6,-18,9.936477809,7,ground_ball
OUT,98.2,47,19.45614472,290,fly_ball
OUT,51.8,-37,-17.0525482,3,ground_ball
SINGLE,78.3,18,-30.62166906,195,line_drive
OUT,86.9,54,-12.68721997,199,popup
SINGLE,72.1,40,16.4484428,239,fly_ball
OUT,98.3,-11,18.84681749,10,ground_ball
OUT,100.1,19,6.578702156,336,line_drive
OUT,48.8,-28,-13.28042315,6,ground_ball
OUT,95.8,33,-5.75187251,347,fly_ball
OUT,79,5,-9.75197023,85,ground_ball
OUT,89.4,29,-40.45914035,289,fly_ball
HR,104.4,35,-19.02513258,392,fly_ball
OUT,93.1,-2,-22.51996229,31,ground_ball
SINGLE,65.7,21,1.96590252,186,line_drive
OUT,97.6,23,-26.59519891,338,line_drive
OUT,75.4,28,-18.74747779,259,line_drive
DOUBLE,105.8,16,41.70857528,266,line_drive
OUT,86.3,53,-0.175071763,217,fly_ball
SINGLE,110.1,13,3.815188722,259,line_drive
OUT,90.6,31,29.76803415,327,fly_ball
SINGLE,80.8,14,6.482882983,175,line_drive
OUT,94.9,35,30.54582439,333,fly_ball
OUT,88.2,30,-41.20335964,307,fly_ball
OUT,93.3,41,12.90770059,299,fly_ball
SINGLE,106.5,12,-6.948166945,250,line_drive
SINGLE,101.4,-2,13.21177773,34,ground_ball
OUT,86.1,-2,-17.94826639,34,ground_ball
OUT,76.9,68,-63.43494882,131,popup
OUT,87.2,-2,16.66791938,37,ground_ball
OUT,93.1,-15,-40.23554007,10,ground_ball
OUT,76.1,-37,-28.7343522,2,ground_ball
OUT,88.4,31,-5.421162934,313,fly_ball
SINGLE,87.8,14,8.81120264,229,line_drive
OUT,89.3,23,-13.89583939,291,line_drive
OUT,90.2,10,16.52157106,176,line_drive
OUT,87.5,-8,-45.52952078,12,ground_ball
SINGLE,95.1,1,-25.80636805,54,ground_ball
SINGLE,103.2,3,34.05802079,90,ground_ball
OUT,92.1,34,-10.97778438,342,fly_ball
OUT,82.8,-24,-13.93141247,7,ground_ball
DOUBLE,105.5,1,47.92919401,67,ground_ball
OUT,76.3,-18,-16.75371239,6,ground_ball
OUT,108.8,18,-8.063803171,380,line_drive
OUT,89.8,-5,10.30484647,21,ground_ball
OUT,86.8,68,49.79387873,149,popup
OUT,104.5,1,32.02434366,72,ground_ball
OUT,82,13,40.98152212,152,line_drive
OUT,84.1,47,-34.69357544,231,fly_ball
OUT,110.1,8,-36.34567261,163,line_drive
OUT,92.5,1,-18.98632933,49,ground_ball
OUT,94,41,45.24100814,294,fly_ball
OUT,92.7,-20,41.70450682,5,ground_ball
OUT,97.7,-15,-21.74633254,10,ground_ball
SINGLE,70.7,33,14.84538475,230,fly_ball
OUT,89.9,30,2.248862786,336,fly_ball
OUT,105.1,17,36.96794107,331,line_drive
OUT,82.2,42,-42.73701933,259,fly_ball
OUT,84.9,79,-56.35528191,68,popup
HR,102.4,30,18.47593847,405,fly_ball
OUT,67.3,-18,-41.83856898,4,ground_ball
OUT,61.1,-46,6.993493104,3,ground_ball
OUT,93.1,25,27.16785858,330,line_drive
OUT,92.1,25,9.827061972,334,fly_ball
OUT,79.7,41,5.413986943,257,fly_ball
OUT,72.1,35,22.56693732,241,fly_ball
OUT,98.5,41,-6.67703678,341,fly_ball
OUT,77.9,64,-37.62717546,167,popup
OUT,99.9,-6,-20.93063598,16,ground_ball
DOUBLE,67.6,35,48.35059804,199,fly_ball
OUT,47.3,-23,10.16151084,3,ground_ball
OUT,81,14,-5.741130635,179,line_drive
SINGLE,93.7,-1,-42.99843616,36,ground_ball
OUT,91.5,-23,-4.395528081,4,ground_ball
OUT,89.9,40,47.03434314,293,fly_ball
HR,101.7,27,22.17044043,401,fly_ball
OUT,99.3,16,38.94824783,286,line_drive
OUT,61.9,-26,-27.83065452,5,ground_ball
SINGLE,103.8,6,15.95773783,119,ground_ball
OUT,80.1,71,42.99583681,100,popup
HR,96.2,36,-47.72493995,348,fly_ball
OUT,96,-25,-32.28213154,4,ground_ball
OUT,72.8,-48,-38.9629577,2,ground_ball
OUT,85.6,-23,27.46123524,7,ground_ball
OUT,84.9,-21,31.48884145,6,ground_ball
OUT,79.1,39,42.20324604,253,fly_ball
OUT,91.6,39,-27.67985113,326,fly_ball
DOUBLE,106.4,8,16.79914959,185,line_drive
TRIPLE,101.1,24,16.49722174,374,fly_ball
OUT,84.4,-1,-13.87254169,40,ground_ball
SINGLE,73.8,-3,-40.61100203,21,ground_ball
OUT,90.4,27,-44.33316059,293,fly_ball
SINGLE,105.4,7,-38.18200122,145,line_drive
OUT,92.3,-7,34.37284953,22,ground_ball
OUT,68.6,-3,-31.20189586,31,ground_ball
SINGLE,90.7,-4,34.55416411,28,ground_ball
OUT,94.8,47,31.13783573,290,fly_ball
OUT,84.3,55,38.57064688,211,fly_ball
OUT,109,1,-18.76848161,73,ground_ball
OUT,90.7,49,-42.63768972,267,fly_ball
OUT,104,33,-22.38900262,383,fly_ball
SINGLE,103.5,2,2.839824621,94,ground_ball
SINGLE,97.5,11,-23.45780378,205,line_drive
SINGLE,69.2,17,28.12185263,170,line_drive
SINGLE,105.2,-16,2.205978971,7,ground_ball
OUT,101.7,-17,20.67428323,5,ground_ball
SINGLE,103.5,-7,-21.9695598,18,ground_ball
SINGLE,102.5,7,-0.435851603,158,line_drive
OUT,87.3,0,-16.87067353,50,ground_ball
HR,104.4,28,2.323200127,425,fly_ball
OUT,99.7,1,-21.91212097,54,ground_ball
SINGLE,83.8,15,4.216348961,203,line_drive
OUT,54.5,-39,-47.77127838,2,ground_ball
SINGLE,106.7,3,-20.62106288,86,ground_ball
OUT,84.5,-12,-16.51992951,13,ground_ball
OUT,110.9,13,-22.91514483,310,line_drive
DOUBLE,93.2,-10,-34.96266317,17,ground_ball
SINGLE,109.6,7,-13.9062104,224,line_drive
SINGLE,87.8,17,-43.22392641,232,line_drive
SINGLE,105,10,-31.15034185,210,line_drive
SINGLE,101.6,-5,33.33381656,15,ground_ball
SINGLE,95.5,17,15.07573064,264,line_drive
SINGLE,77.7,20,-41.96630465,228,line_drive
SINGLE,103.6,-3,25.49934701,25,ground_ball
SINGLE,48.8,-80,38.33803822,0,ground_ball
SINGLE,109.6,-8,27.2725272,16,ground_ball
SINGLE,83.2,18,-19.01833848,207,line_drive
OUT,96.8,24,6.477546807,354,fly_ball
OUT,97.2,48,-42.51465576,290,fly_ball
OUT,75.8,53,30.67890861,195,fly_ball
OUT,101.5,-16,-4.167192388,6,ground_ball
OUT,104.4,15,-1.230295884,338,line_drive
SINGLE,96.2,7,-23.61895793,120,ground_ball
OUT,66,77,-14.27938632,55,popup
OUT,101.8,33,11.91590023,389,fly_ball
DOUBLE,90.2,41,-48.31842904,303,fly_ball
SINGLE,92.6,13,-18.66025788,259,line_drive
SINGLE,104.5,1,16.73860485,66,ground_ball
OUT,69.5,48,-26.09183776,202,fly_ball
SINGLE,77.5,26,41.92010748,255,line_drive
DOUBLE,110,21,-9.57151539,409,line_drive
SINGLE,97.9,17,31.85993027,260,line_drive
OUT,98.3,29,12.59871593,361,fly_ball
OUT,81.2,32,-7.693198489,297,fly_ball
OUT,83.3,51,18.88321267,225,fly_ball
OUT,57.8,-72,-2.372777127,1,ground_ball
OUT,82.3,8,38.02723071,125,ground_ball
OUT,97.6,58,13.55538306,211,fly_ball
OUT,83.3,79,-69.19262716,46,popup
OUT,64.4,66,59.33054928,110,popup
OUT,92.5,21,-16.25543361,313,line_drive
OUT,101.3,-20,-20.47473814,8,ground_ball
OUT,91.5,23,-26.82526884,311,line_drive
OUT,93.8,45,-44.2223354,311,fly_ball
OUT,108.3,0,-19.25201765,56,ground_ball
OUT,91.4,16,-2.055914353,288,line_drive
DOUBLE,99.8,4,-43.43497699,96,ground_ball
OUT,95.9,12,28.18331415,176,line_drive
OUT,73.4,82,41.20303604,11,popup
OUT,93.4,32,27.71216967,345,fly_ball
DOUBLE,88.4,15,-48.46739455,200,line_drive
OUT,95.9,30,-34.43434408,353,fly_ball
SINGLE,110.3,3,8.082371642,112,ground_ball
OUT,65.4,50,-14.9935926,171,popup
OUT,107.2,30,-6.333165325,402,fly_ball
OUT,87.6,5,44.84792725,83,ground_ball
OUT,94.6,-22,-18.23078591,8,ground_ball
SINGLE,90,-1,5.514400836,44,ground_ball
OUT,106.2,16,7.084657741,342,line_drive
OUT,62.5,12,-10.90539369,107,ground_ball
OUT,92.5,8,22.070589,191,line_drive
TRIPLE,97,-2,44.97076149,34,ground_ball
OUT,95.3,49,31.84044908,267,fly_ball
OUT,89.2,-11,-9.791770339,9,ground_ball
SINGLE,67.5,24,10.77145416,203,line_drive
DOUBLE,93.4,24,-47.43684268,295,line_drive
OUT,52.8,-60,9.89288617,1,ground_ball
OUT,70.2,1,16.72459196,44,ground_ball
OUT,93.8,-17,-2.756323447,9,ground_ball
OUT,55.8,-4,31.21150642,19,ground_ball
OUT,108.5,40,-5.235125084,376,fly_ball
OUT,97.7,39,-40.00575609,348,fly_ball
OUT,100.5,38,0.140106776,356,fly_ball
OUT,77.6,37,-38.67095349,243,fly_ball
OUT,83.3,-6,-41.54034308,18,ground_ball
OUT,94.4,33,-6.103911083,362,fly_ball
OUT,92.7,44,-32.08907534,286,fly_ball
OUT,90.7,-18,7.809190099,6,ground_ball
SINGLE,104.8,-11,24.9925737,11,ground_ball
OUT,96.2,1,31.87855466,49,ground_ball
OUT,102.1,11,-21.30389266,182,line_drive
OUT,90.2,31,39.48392922,308,fly_ball
OUT,90.6,61,26.67473851,180,fly_ball
SINGLE,97,16,4.820766078,245,line_drive
OUT,93.3,36,-34.73961581,303,fly_ball
OUT,92.3,11,25.48297161,162,line_drive
OUT,96.3,-38,-21.03943648,1,ground_ball
HR,102.9,30,-13.49965089,410,fly_ball
OUT,75,-5,3.249468521,20,ground_ball
OUT,88.2,-8,-42.01236265,11,ground_ball
SINGLE,77.7,18,19.85859879,206,line_drive
OUT,88.9,17,0.254381631,267,line_drive
OUT,60.6,-23,42.84114022,6,ground_ball
OUT,96,24,34.041948,326,line_drive
SINGLE,101.3,12,11.86191851,234,line_drive
SINGLE,102.8,13,-20.89472358,250,line_drive
OUT,89.5,27,-3.067348291,324,fly_ball
SINGLE,81.2,2,-23.05337854,51,ground_ball
OUT,74.4,12,23.1816916,136,ground_ball
OUT,95.8,24,20.63024019,347,line_drive
OUT,95,-3,31.06575507,33,ground_ball
OUT,91.3,43,35.55796286,278,fly_ball
OUT,77.2,2,37.14874328,45,ground_ball
OUT,105,-10,30.9219495,10,ground_ball
OUT,88.6,56,-4.993050013,204,fly_ball
SINGLE,91.9,-1,-4.172003864,38,ground_ball
SINGLE,77.8,22,20.15412669,255,line_drive
OUT,98,29,-10.86191469,362,fly_ball
OUT,103.2,45,-7.845874606,315,fly_ball
OUT,96.3,21,19.82128467,331,line_drive
DOUBLE,109,16,40.4012229,267,line_drive
OUT,94.8,-17,31.74648005,8,ground_ball
SINGLE,85.6,-10,30.48162057,11,ground_ball
OUT,62.7,5,40.2259582,61,ground_ball
SINGLE,83.6,17,-19.60616604,193,line_drive
SINGLE,96.7,1,-23.99634061,49,ground_ball
OUT,99.9,2,-26.38916292,59,ground_ball
SINGLE,105.4,14,12.2735787,288,line_drive
OUT,92.7,41,37.73500923,312,fly_ball
OUT,92.4,47,41.16075835,276,fly_ball
OUT,89.7,37,-19.29921083,303,fly_ball
OUT,71.1,-14,33.67331045,11,ground_ball
HR,109.8,25,-13.37182105,417,fly_ball
SINGLE,108.6,3,-19.39489027,99,ground_ball
SINGLE,78,4,20.43282868,66,ground_ball
OUT,100.6,-14,27.36440645,6,ground_ball
OUT,94,44,-46.38303788,285,fly_ball
OUT,89.1,1,13.95966139,60,ground_ball
OUT,71,58,-22.3180285,163,popup
OUT,97.3,43,-1.09241128,308,fly_ball
OUT,72.5,-51,-21.69053603,2,ground_ball
OUT,61.2,-16,-33.49940008,4,ground_ball
OUT,99.7,31,-9.375289753,371,fly_ball
DOUBLE,114.5,13,17.4941453,321,line_drive
OUT,100.3,19,25.33319096,331,line_drive
OUT,89.4,6,28.36019202,100,ground_ball
OUT,98.2,-29,-41.21993083,4,ground_ball
SINGLE,108.3,6,32.97318499,124,ground_ball
DOUBLE,110.1,19,32.40315437,359,line_drive
OUT,86.9,24,32.7299082,289,line_drive
SINGLE,69.7,-53,-26.54871363,2,ground_ball
OUT,89.6,31,34.61020692,300,fly_ball
HR,101.9,34,14.93211219,395,fly_ball
OUT,85.7,4,-25.80522127,79,ground_ball
OUT,88,53,-13.5664807,233,fly_ball
OUT,69.7,-36,-29.09086151,2,ground_ball
OUT,103.7,-6,-3.111328052,18,ground_ball
OUT,93.5,34,-10.840571,338,fly_ball
SINGLE,107.6,10,-26.68759476,210,line_drive
OUT,99.4,-13,20.54187011,10,ground_ball
OUT,86.2,57,34.44709336,198,fly_ball
OUT,95.9,0,51.20362848,49,ground_ball
OUT,84.4,29,32.12820125,281,fly_ball
SINGLE,65.9,-11,-6.899802879,11,ground_ball
OUT,104.7,-9,27.58411837,11,ground_ball
HR,101.1,30,7.797065012,396,fly_ball
OUT,61.5,-13,28.10329498,10,ground_ball
DOUBLE,111,18,4.866838936,388,line_drive
OUT,73.5,-27,36.21602954,4,ground_ball
OUT,97.9,-29,-29.65950483,3,ground_ball
OUT,86,48,-49.32354959,257,fly_ball
OUT,77.1,56,-49.93107839,193,popup
OUT,94.9,30,-33.56665844,327,fly_ball
OUT,86.2,52,32.10164454,247,fly_ball
OUT,75.5,-11,15.0247612,8,ground_ball
SINGLE,85.8,8,-7.766082436,131,ground_ball
OUT,96.4,-5,7.520244246,26,ground_ball
SINGLE,104.7,14,-37.19283897,267,line_drive
OUT,76.4,27,-12.06841385,272,line_drive
OUT,100.8,37,26.51957418,362,fly_ball
OUT,102.8,-9,22.79994926,15,ground_ball
SINGLE,93.7,14,-36.47332302,234,line_drive
DOUBLE,78.6,13,48.08974474,130,line_drive
OUT,101.3,0,-33.64474837,37,ground_ball
SINGLE,96.3,9,-25.00363923,165,line_drive
SINGLE,100.9,1,9.9917832,50,ground_ball
OUT,66.5,-1,34.29236628,28,ground_ball
OUT,103.3,23,-11.14851604,387,fly_ball
OUT,91.5,37,28.13612685,304,fly_ball
DOUBLE,81.6,20,-11.7801571,269,line_drive
SINGLE,87.4,6,-22.38013505,92,ground_ball
SINGLE,91.4,4,-14.68710004,82,ground_ball
OUT,80.3,-2,-18.06116992,25,ground_ball
DOUBLE,85.1,-16,-42.48285956,10,ground_ball
SINGLE,103.5,5,-19.4967152,99,ground_ball
SINGLE,94.6,-1,34.92094096,39,ground_ball
SINGLE,90.8,-5,43.0035432,20,ground_ball
OUT,92.9,20,-22.36192442,322,fly_ball
SINGLE,70.8,25,25.34478049,226,fly_ball
OUT,94.5,2,-9.485571009,55,ground_ball
SINGLE,109.2,-4,18.3695097,23,ground_ball
SINGLE,111.7,1,9.062856114,146,ground_ball
OUT,88.6,-32,47.2455893,3,ground_ball
OUT,87.2,-20,34.06206808,7,ground_ball
SINGLE,90.8,13,22.811751,182,line_drive
SINGLE,99.1,6,-13.78121943,110,ground_ball
OUT,87.7,43,21.54324461,278,fly_ball
OUT,100.4,31,3.091584925,387,fly_ball
SINGLE,90.3,15,1.820359602,245,line_drive
SINGLE,106.4,12,-30.02239772,226,line_drive
OUT,61.6,-20,8.93361578,7,ground_ball
SINGLE,105.8,1,32.05456412,53,ground_ball
SINGLE,99.2,2,-31.46546195,75,ground_ball
SINGLE,74.7,-44,-6.069552772,1,ground_ball
OUT,90.6,50,12.94460939,255,fly_ball
DOUBLE,101.2,11,-46.36088771,159,line_drive
SINGLE,82.5,4,12.84200268,55,ground_ball
OUT,87.6,8,-39.65384197,105,ground_ball
OUT,88.3,-39,20.95380521,3,ground_ball
DOUBLE,107.1,-6,8.654729817,18,ground_ball
OUT,91.3,42,-41.65620569,298,fly_ball
DOUBLE,87.8,14,-48.85722599,197,line_drive
SINGLE,96.7,11,10.82538022,201,line_drive
OUT,87.6,69,28.52333809,126,popup
HR,103.4,31,-7.724631447,417,fly_ball
OUT,76.7,9,34.27837974,108,line_drive
DOUBLE,87.4,16,47.73891363,241,line_drive
SINGLE,93.2,-10,-13.88236081,16,ground_ball
OUT,96.5,1,20.63021757,60,ground_ball
OUT,86.5,5,47.44952586,87,ground_ball
SINGLE,109,5,21.67796452,133,ground_ball
SINGLE,99.7,0,30.87330137,34,ground_ball
OUT,97.9,36,3.262011199,348,fly_ball
HR,101.9,26,-42.28379845,377,fly_ball
HR,110.3,25,40.88018545,411,fly_ball
OUT,78.2,-34,51.45311088,4,ground_ball
SINGLE,92.8,-53,-5.6301678,2,ground_ball
OUT,98.2,-8,-42.85970421,18,ground_ball
OUT,93.7,54,41.31073552,260,fly_ball
OUT,105.4,35,4.220524138,390,fly_ball
OUT,64.3,18,-0.988081768,161,line_drive
OUT,72.4,-44,-57.73545737,2,ground_ball
OUT,93.2,46,27.83401909,290,fly_ball
OUT,86.9,58,39.13066921,210,fly_ball
OUT,86.5,-14,-20.18580301,7,ground_ball
OUT,87.5,11,-46.56896422,140,line_drive
OUT,97.5,21,-39.73815684,287,line_drive
OUT,80.5,-6,-18.65507603,14,ground_ball
OUT,88.3,4,29.60705105,76,ground_ball
SINGLE,74.7,19,-4.316666408,212,line_drive
OUT,96.8,5,-35.7553005,85,ground_ball
HR,105.3,23,34.72095927,381,fly_ball
SINGLE,76.9,16,1.734840464,206,line_drive
HR,102,42,37.07500618,351,fly_ball
OUT,86.8,-20,24.39788208,7,ground_ball
OUT,99.5,18,-25.15653986,313,line_drive
SINGLE,102.1,4,0.540942639,84,ground_ball
SINGLE,102.9,-1,-0.015737716,42,ground_ball
OUT,97.4,62,-27.37744786,166,popup
OUT,96.7,31,31.22174116,341,fly_ball
SINGLE,92.8,9,14.7100889,171,line_drive
OUT,82.2,72,20.55266024,82,popup
SINGLE,101.2,8,-18.32226283,123,ground_ball
SINGLE,107.8,15,-26.22361759,247,line_drive
SINGLE,89.6,9,-18.77876326,127,ground_ball
DOUBLE,108.6,13,-42.43702567,234,line_drive
OUT,109.4,18,-33.00442468,325,line_drive
OUT,86.7,-16,10.81872475,12,ground_ball
DOUBLE,95.4,19,-17.21015277,294,line_drive
OUT,100.5,-10,-39.05719273,9,ground_ball
