result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type,events,park_id,home_team,game_pk,hc_x,hc_y,game_date,label
SINGLE,96.8,11,9.790855644167955,233,line_drive,single,15,AZ,747222,146.19,77.91,2024-03-31,1
OUT,70.9,13,-45.81415996238322,142,line_drive,field_out,15,AZ,747222,85.81,159.77,2024-03-31,0
OUT,95.7,-14,32.766874327240956,9,ground_ball,field_out,15,AZ,747222,153.09,155.28,2024-03-31,0
OUT,80.3,-20,-15.429642059271526,7,ground_ball,grounded_into_double_play,15,AZ,747222,112.55,151.64,2024-03-31,0
OUT,66.0,-57,-36.32474246922977,2,ground_ball,force_out,15,AZ,747222,102.26,166.77,2024-03-31,0
SINGLE,104.5,4,-0.12140755450972242,95,ground_ball,single,15,AZ,747222,125.28,132.2,2024-03-31,1
OUT,69.8,1,27.89147479631762,37,ground_ball,field_out,15,AZ,747222,149.46,152.85,2024-03-31,0
OUT,85.1,60,-20.634451763204236,197,fly_ball,field_out,15,AZ,747222,88.95,101.42,2024-03-31,0
OUT,83.9,3,1.1055894385839384,66,ground_ball,field_out,15,AZ,747222,126.46,144.38,2024-03-31,0
OUT,92.2,53,1.6876952970775538,241,fly_ball,field_out,15,AZ,747222,128.88,80.84,2024-03-31,0
SINGLE,96.9,-26,-37.258201190671244,5,ground_ball,single,15,AZ,747222,72.0,128.04,2024-03-31,1
OUT,97.6,-31,-39.43988726724967,3,ground_ball,field_out,15,AZ,747222,98.02,164.96,2024-03-31,0
OUT,106.2,-8,29.13818329589791,12,ground_ball,field_out,15,AZ,747222,150.06,154.07,2024-03-31,0
OUT,93.5,3,1.8149877514472228,84,ground_ball,field_out,15,AZ,747222,127.07,146.2,2024-03-31,0
OUT,107.2,32,12.125429463238751,406,fly_ball,field_out,15,AZ,747222,159.95,37.55,2024-03-31,0
OUT,82.3,-6,5.3618826396516495,21,ground_ball,field_out,15,AZ,747222,127.07,180.69,2024-03-31,0
OUT,86.5,32,-2.022548308471171,313,fly_ball,field_out,15,AZ,747222,121.0,73.11,2024-03-31,0
OUT,75.5,-14,-31.998052444860214,10,ground_ball,field_out,15,AZ,747222,103.47,163.14,2024-03-31,0
DOUBLE,105.9,19,-43.75128166140929,322,line_drive,double,15,AZ,747222,25.57,93.97,2024-03-31,2
OUT,90.3,45,-27.103748159064804,292,fly_ball,field_error,15,AZ,747222,79.26,108.08,2024-03-31,0
OUT,67.7,77,-63.85422135978165,71,popup,field_out,15,AZ,747222,85.92,178.88,2024-03-31,0
OUT,96.4,-33,-21.472367695633388,4,ground_ball,field_out,15,AZ,747222,105.89,148.62,2024-03-31,0
OUT,81.5,78,-27.824856799652594,39,popup,field_out,15,AZ,747222,116.78,181.9,2024-03-31,0
SINGLE,82.2,14,-14.607939431056273,179,line_drive,single,15,AZ,747222,102.86,111.71,2024-03-31,1
OUT,69.2,0,-16.87054451953572,39,ground_ball,force_out,15,AZ,747222,110.73,149.83,2024-03-31,0
SINGLE,41.5,-40,-8.149858545510927,3,ground_ball,single,15,AZ,747222,121.35,169.85,2024-03-31,1
OUT,52.5,54,8.38045146244252,126,popup,field_out,15,AZ,747222,132.26,151.84,2024-03-31,0
OUT,98.1,65,64.32852360917829,160,popup,field_out,15,AZ,747222,184.09,170.07,2024-03-31,0
OUT,100.3,-22,-7.212672517152765,4,ground_ball,force_out,15,AZ,747222,118.6,144.38,2024-03-31,0
OUT,97.5,24,-24.49231419918453,349,fly_ball,field_out,15,AZ,747222,67.29,70.67,2024-03-31,0
SINGLE,81.5,6,1.8393845155676827,111,ground_ball,single,15,AZ,747222,128.88,90.53,2024-03-31,1
OUT,99.6,25,5.519939162768034,384,fly_ball,field_out,15,AZ,747222,140.32,44.09,2024-03-31,0
OUT,76.4,-23,-37.48324854299388,6,ground_ball,grounded_into_double_play,15,AZ,747222,98.02,162.54,2024-03-31,0
SINGLE,72.7,5,-22.04927300197767,62,ground_ball,single,15,AZ,747222,102.86,142.57,2024-03-31,1
