result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type
DOUBLE,86.3,23,-40.84833374,297,line_drive
OUT,87.5,37,-25.25463167,315,fly_ball
OUT,105.7,19,-30.35022299,318,line_drive
SINGLE,94.9,16,15.53602091,262,line_drive
OUT,83.3,-20,46.21055243,8,ground_ball
OUT,50.1,-17,17.79756842,8,ground_ball
OUT,77.7,64,-25.7522349,141,popup
SINGLE,71.2,34,34.18899649,216,fly_ball
OUT,103.9,-17,28.71376645,9,ground_ball
OUT,97.5,52,-12.23428049,243,fly_ball
OUT,100.3,35,28.71095712,326,fly_ball
OUT,119.5,-4,-18.9455416,28,ground_ball
OUT,102.2,22,-23.18434321,354,line_drive
OUT,95.5,-14,-12.7610502,10,ground_ball
HR,100.3,29,41.41803939,355,fly_ball
OUT,91.1,54,-26.89549664,203,fly_ball
OUT,95,32,-11.72050773,343,fly_ball
SINGLE,105.3,13,35.0614432,221,line_drive
SINGLE,97.9,-2,-44.91557084,38,ground_ball
SINGLE,110,23,33.01868494,361,fly_ball
OUT,68.8,-32,0.680325034,2,ground_ball
OUT,88.3,11,25.3248881,133,ground_ball
OUT,99.3,18,12.89211156,319,line_drive
OUT,83.1,72,29.59453984,80,popup
OUT,68.5,-28,-25.9270983,3,ground_ball
OUT,96.7,29,1.769206999,351,fly_ball
OUT,93.9,44,-18.12419621,277,fly_ball
OUT,59.7,38,28.39180565,173,popup
OUT,62.8,-34,-44.6488973,3,ground_ball
OUT,58.7,46,-54.82735748,154,popup
OUT,94.6,17,6.94591879,296,line_drive
OUT,105.7,-12,18.95391814,8,ground_ball
OUT,68.4,-23,-44.99043636,5,ground_ball
OUT,87,57,-26.2404718,191,popup
SINGLE,105.6,9,20.87403485,190,line_drive
OUT,76.5,30,-26.88376639,261,fly_ball
OUT,95.2,29,-35.34974978,324,fly_ball
OUT,77.9,-49,36.34578895,2,ground_ball
OUT,101.1,-22,14.14308498,5,ground_ball
OUT,100,-9,32.58334418,11,ground_ball
DOUBLE,108.7,20,1.492711814,396,line_drive
OUT,100.5,6,-2.450808746,130,ground_ball
OUT,107.3,-29,-32.36290556,4,ground_ball
OUT,98,19,-36.95468601,309,line_drive
DOUBLE,106.6,9,-11.42511325,294,line_drive
HR,108.7,25,28.12502366,401,fly_ball
HR,107.9,28,21.71764379,392,fly_ball
SINGLE,86.2,12,-37.58583665,166,line_drive
OUT,82.2,30,17.07752897,280,fly_ball
OUT,77.4,32,39.36122405,246,fly_ball
HR,105.4,37,38.58832153,386,fly_ball
OUT,75.3,5,17.2414594,66,ground_ball
OUT,89.8,36,-19.82134226,307,fly_ball
OUT,46.6,-64,-75.74192664,1,ground_ball
OUT,104.6,5,-33.26093635,141,line_drive
HR,101.5,38,-44.2191281,355,fly_ball
OUT,99.2,-13,26.11671087,9,ground_ball
OUT,103.4,16,2.076428612,319,line_drive
OUT,38.1,-71,-22.4794344,1,ground_ball
OUT,97.9,79,42.12916521,24,popup
OUT,102.9,51,20.08909594,304,fly_ball
SINGLE,91.2,9,26.78064347,176,line_drive
OUT,109.5,48,10.40752915,315,fly_ball
OUT,79.6,71,42.43992803,96,popup
OUT,74.4,-9,-6.566626099,10,ground_ball
HR,109.8,30,35.24594199,413,fly_ball
OUT,83.3,48,-49.87087415,234,fly_ball
SINGLE,91.4,3,17.32601443,59,ground_ball
OUT,93.8,28,27.1213034,327,fly_ball
OUT,94.6,-11,-11.73649299,11,ground_ball
SINGLE,108.4,8,23.1191435,142,ground_ball
OUT,72.5,30,-25.98755948,233,fly_ball
OUT,94.8,62,22.56654204,178,popup
OUT,101.4,22,25.11374903,334,line_drive
OUT,105,70,-16.21612961,101,popup
DOUBLE,103.8,26,-14.81599406,381,fly_ball
OUT,64.2,-20,-12.19933857,4,ground_ball
OUT,101.6,-6,27.62917215,20,ground_ball
OUT,97.5,50,-7.158089255,266,fly_ball
OUT,107.3,15,-3.958124425,360,line_drive
DOUBLE,113.9,19,22.81446859,377,line_drive
OUT,70.7,-22,-6.745698828,5,ground_ball
OUT,97.2,21,5.436028003,361,line_drive
OUT,67.3,-21,38.17508975,4,ground_ball
OUT,53.5,53,-6.13889045,131,popup
SINGLE,89.2,14,-1.991484914,197,line_drive
SINGLE,106.5,6,-2.570358953,107,ground_ball
OUT,64.8,60,-2.725761831,133,popup
OUT,68.6,-37,11.49590676,2,ground_ball
OUT,103.7,45,41.97939546,335,fly_ball
OUT,98.6,4,-28.39090955,84,ground_ball
OUT,60.2,-61,4.852799563,2,ground_ball
DOUBLE,105.9,6,47.62477022,114,ground_ball
SINGLE,102.7,-9,11.16811621,13,ground_ball
SINGLE,106.6,8,35.51202351,145,line_drive
HR,116.6,35,-43.31346373,412,fly_ball
SINGLE,109.4,10,-10.83175016,198,line_drive
OUT,89.4,27,-5.33487662,315,fly_ball
OUT,80.7,33,41.79079604,265,fly_ball
TRIPLE,93.2,21,43.37095638,303,line_drive
OUT,73,-51,-28.33367061,1,ground_ball
SINGLE,90.6,10,-13.54624875,186,line_drive
OUT,83.4,65,-14.46680673,136,popup
OUT,46.8,14,41.04025306,78,ground_ball
OUT,76.7,51,43.16242419,201,popup
OUT,81.4,28,-30.21661732,270,line_drive
OUT,83.9,-5,27.91976643,20,ground_ball
OUT,88.4,45,43.28807151,276,fly_ball
OUT,79.4,78,-87.65545251,46,popup
OUT,104,43,20.83253517,351,fly_ball
OUT,98,-19,5.487847525,7,ground_ball
SINGLE,99.7,-1,-31.6291542,29,ground_ball
OUT,61.3,74,-68.92812123,90,popup
OUT,102.4,-1,2.550336668,47,ground_ball
OUT,80.6,-22,41.26500921,7,ground_ball
SINGLE,86.3,0,8.924292073,40,ground_ball
OUT,91.7,12,-22.22468668,172,line_drive
TRIPLE,77,9,-48.78481317,125,ground_ball
OUT,94.8,28,-28.13036453,355,fly_ball
OUT,106,36,-2.13073919,372,fly_ball
OUT,70.9,-24,29.77920042,4,ground_ball
OUT,95,9,-42.23604864,153,line_drive
OUT,75.2,-44,23.82346055,2,ground_ball
SINGLE,84.9,14,25.42253397,208,line_drive
SINGLE,68,29,9.6082984,219,line_drive
OUT,69.8,-60,-15.13136991,1,ground_ball
OUT,88.1,33,6.274774965,304,fly_ball
SINGLE,93.1,2,34.38034472,73,ground_ball
OUT,91.9,24,25.13115047,309,line_drive
DOUBLE,94.8,27,-43.64141478,339,fly_ball
SINGLE,109,3,4.844637404,74,ground_ball
OUT,94.1,21,-20.9241189,308,line_drive
OUT,100.7,2,22.55692816,69,ground_ball
OUT,100.7,37,34.30576793,340,fly_ball
SINGLE,95.1,14,12.32916335,255,line_drive
SINGLE,83.3,18,-40.23986292,244,line_drive
OUT,93.6,-8,-41.00329652,16,ground_ball
OUT,89.9,-39,27.46056611,3,ground_ball
OUT,75.2,14,-8.750660341,153,line_drive
OUT,87.7,8,-28.48318821,127,line_drive
SINGLE,79.7,25,-6.159006556,265,line_drive
OUT,73.6,35,-41.30114135,228,fly_ball
OUT,103.4,39,-1.149771647,348,fly_ball
OUT,68.6,46,-32.74387482,203,fly_ball
SINGLE,81.2,15,-14.88860828,184,line_drive
OUT,74.2,14,-22.26285408,153,line_drive
OUT,76.6,8,38.03847539,84,ground_ball
OUT,87.5,21,30.25264961,272,line_drive
OUT,90.7,30,14.26847997,330,fly_ball
SINGLE,82.3,18,20.21084826,206,line_drive
OUT,97.7,32,-6.372697559,368,fly_ball
OUT,87.8,75,72.56404237,84,popup
OUT,86,83,84.91800188,28,popup
OUT,76.2,-32,-16.10940574,4,ground_ball
HR,102.8,29,-4.49508397,401,fly_ball
OUT,100.2,19,-22.32428913,324,line_drive
SINGLE,101.9,11,-7.980721832,236,line_drive
OUT,101.9,33,23.76259966,364,fly_ball
HR,105.7,29,4.146944338,416,fly_ball
OUT,82.7,37,25.48239471,266,fly_ball
OUT,83.7,39,-40.32410063,276,fly_ball
HR,104.1,31,-18.58005159,406,fly_ball
SINGLE,107.1,10,35.65775231,201,line_drive
OUT,55,51,5.6588289,137,popup
SINGLE,87.7,-1,-32.24937992,33,ground_ball
OUT,104.7,-10,-25.00218302,11,ground_ball
OUT,96.1,-7,16.62818414,23,ground_ball
SINGLE,73.9,25,-33.92996689,226,fly_ball
OUT,67.9,-20,-37.49614776,3,ground_ball
OUT,95.8,66,-13.5447683,177,popup
SINGLE,104.8,14,31.62601262,227,line_drive
OUT,85.1,-22,29.75809222,9,ground_ball
OUT,89.3,33,-31.4781424,324,fly_ball
OUT,85.1,61,54.51079725,194,popup
OUT,93.3,42,-1.672824293,316,fly_ball
DOUBLE,91.7,14,-45.05967211,229,line_drive
SINGLE,112,20,-0.533050714,403,line_drive
SINGLE,102.5,-3,14.08362906,28,ground_ball
OUT,93.2,52,26.02792693,252,fly_ball
SINGLE,40.8,43,0.347644208,96,ground_ball
OUT,110,-1,36.44485271,41,ground_ball
OUT,93.2,37,32.33999283,311,fly_ball
OUT,96.2,22,3.437707364,356,line_drive
SINGLE,99.2,1,-22.59898422,52,ground_ball
OUT,91.7,-24,10.16014475,6,ground_ball
HR,109.7,37,9.071702961,402,fly_ball
OUT,76.3,14,-14.97746429,160,line_drive
OUT,89.2,-10,41.35899916,12,ground_ball
OUT,66.7,-8,23.17260751,10,ground_ball
OUT,87.6,-6,-4.14025671,22,ground_ball
SINGLE,94.4,13,39.01271475,180,line_drive
OUT,104.7,48,35.18819661,300,fly_ball
OUT,101,-4,23.45848031,28,ground_ball
OUT,79.5,26,27.87459423,263,line_drive
OUT,61,-56,54.61889018,2,ground_ball
OUT,96,-4,49.60265393,22,ground_ball
OUT,88.8,-25,10.93554735,4,ground_ball
OUT,94.7,26,7.245936764,344,fly_ball
SINGLE,99.6,14,-30.97364307,252,line_drive
OUT,104.9,-13,8.647048164,5,ground_ball
SINGLE,78.5,17,29.42154669,200,line_drive
OUT,86.4,63,-37.66573019,161,popup
HR,117.5,19,-16.5728101,446,line_drive
OUT,95.7,7,-13.91714667,107,ground_ball
SINGLE,107.9,-4,2.411908843,24,ground_ball
SINGLE,69.7,17,-38.12300572,151,line_drive
OUT,92,-8,10.57692532,20,ground_ball
SINGLE,75.5,40,-9.186605081,236,fly_ball
SINGLE,99.9,10,-5.327048827,221,line_drive
DOUBLE,102.7,8,-44.86410303,184,line_drive
OUT,93.2,64,9.188054821,165,popup
OUT,90.9,22,3.903088832,324,line_drive
OUT,85.3,-10,-17.01923466,11,ground_ball
SINGLE,108.7,11,5.936985981,293,line_drive
OUT,74,63,26.24071341,146,popup
OUT,91.5,36,-45.33431631,301,fly_ball
OUT,93.9,10,-42.28164289,150,line_drive
OUT,88.2,43,-20.06933425,262,fly_ball
OUT,95.8,-2,-10.9888564,27,ground_ball
OUT,99.1,2,19.04301799,89,ground_ball
OUT,81.1,38,-5.635768555,274,fly_ball
OUT,71.7,10,38.09906793,105,ground_ball
OUT,81.7,56,33.86098098,193,popup
OUT,91.8,25,-30.07357599,301,line_drive
DOUBLE,88.4,21,43.21008939,266,line_drive
SINGLE,47.3,-20,-41.32945137,4,ground_ball
OUT,96,25,-25.09472936,333,fly_ball
OUT,85.8,-14,-33.19467132,10,ground_ball
OUT,94.4,24,-28.73690022,321,line_drive
DOUBLE,114.3,10,21.23033245,219,line_drive
SINGLE,96.7,0,13.14420775,46,ground_ball
OUT,98.4,-13,21.89031228,8,ground_ball
OUT,102.9,43,2.326880626,335,fly_ball
SINGLE,63.3,33,28.57964996,211,fly_ball
OUT,71.3,-13,41.50203974,11,ground_ball
OUT,106,-8,46.27686318,13,ground_ball
SINGLE,92.7,11,-0.444718982,185,line_drive
OUT,44,-13,-12.83560949,12,ground_ball
SINGLE,93.5,15,14.15054278,229,line_drive
SINGLE,68,14,-22.99416985,145,ground_ball
SINGLE,40.3,-24,17.51638544,4,ground_ball
OUT,79.7,65,20.60796406,131,popup
OUT,65.7,-21,-16.8328133,6,ground_ball
DOUBLE,104.3,14,45.45746025,216,line_drive
OUT,90.2,35,-43.93619357,326,fly_ball
DOUBLE,107.8,12,13.85994595,316,line_drive
DOUBLE,93.1,-8,46.02479292,16,ground_ball
SINGLE,79.9,23,39.84730144,235,line_drive
OUT,109,-14,-24.85127659,6,ground_ball
SINGLE,95.4,3,3.105626637,74,ground_ball
OUT,67.9,15,6.307986264,150,line_drive
OUT,97.5,-20,4.478343963,6,ground_ball
SINGLE,102.6,12,34.7237708,242,line_drive
HR,105.7,30,-21.59892174,404,fly_ball
SINGLE,111.8,4,-17.89530777,95,ground_ball
OUT,101.7,18,32.7575611,343,line_drive
OUT,98.7,-34,24.79363227,3,ground_ball
OUT,95.9,43,5.109341334,302,fly_ball
OUT,68.6,-25,28.59246307,2,ground_ball
OUT,77.7,58,5.998835984,168,popup
OUT,28.3,-47,-14.01764698,3,ground_ball
OUT,92.5,37,-5.122835425,327,fly_ball
SINGLE,71.3,24,-14.01968225,212,line_drive
SINGLE,66.8,31,-36.11291729,199,fly_ball
OUT,94.2,58,15.08280109,194,popup
OUT,93.8,43,25.87831958,297,fly_ball
SINGLE,82.1,11,-25.5776776,141,ground_ball
OUT,89.2,-3,44.97308794,21,ground_ball
OUT,93.7,-33,-35.04178261,3,ground_ball
OUT,95.7,29,-16.87813774,359,fly_ball
OUT,98.3,24,-1.509553452,354,fly_ball
OUT,91.5,6,19.04301799,93,ground_ball
HR,103.7,25,8.855001655,407,fly_ball
OUT,69.4,84,38.45200662,42,popup
OUT,85.2,36,-28.98344754,284,fly_ball
DOUBLE,77.9,13,43.21282532,130,line_drive
OUT,95,51,47.32264823,231,fly_ball
OUT,115.7,0,-17.22652918,58,ground_ball
HR,113.3,35,13.95977045,414,fly_ball
SINGLE,105.1,-5,22.06833685,16,ground_ball
OUT,93,50,32.97121858,234,fly_ball
SINGLE,95.4,-11,21.17468222,8,ground_ball
OUT,95.6,46,3.446466328,282,fly_ball
OUT,87.3,46,43.79471313,237,fly_ball
OUT,81.1,6,-11.90110141,109,ground_ball
OUT,70.6,-36,18.40334608,2,ground_ball
SINGLE,94.5,15,-2.688179501,226,line_drive
SINGLE,112.9,18,33.99128055,362,line_drive
SINGLE,65.3,30,4.143389929,206,line_drive
OUT,63.3,-12,9.668884542,7,ground_ball
OUT,76.3,35,-7.923997657,260,fly_ball
OUT,72.8,-20,35.98295733,5,ground_ball
OUT,92,67,27.82383547,129,popup
OUT,79.3,54,-18.13418634,215,popup
OUT,94.8,-13,-17.58624118,9,ground_ball
OUT,86.7,24,0.632920211,304,line_drive
OUT,89.9,56,12.10718782,205,fly_ball
DOUBLE,108.8,16,-12.24876967,271,line_drive
OUT,86.5,34,4.128789943,308,fly_ball
HR,104.8,23,-31.29914387,382,fly_ball
OUT,110.1,5,-37.67287184,97,ground_ball
OUT,94.8,57,6.796422906,204,fly_ball
OUT,86.4,68,-61.8394126,141,popup
HR,102.5,36,-26.1694671,376,fly_ball
OUT,81,43,0.735568738,248,fly_ball
OUT,91.2,8,28.66728942,146,line_drive
SINGLE,107.2,7,-19.20273287,150,line_drive
OUT,98.3,31,15.75098588,369,fly_ball
OUT,86.7,-16,-12.38044055,6,ground_ball
TRIPLE,100.4,6,39.75262742,101,ground_ball
SINGLE,68.6,41,-23.47539671,208,popup
HR,107.2,27,-20.85974781,418,fly_ball
OUT,82.8,81,84.40036258,66,popup
OUT,49.5,-47,43.75141638,3,ground_ball
OUT,101.7,-9,-21.3235861,13,ground_ball
SINGLE,95.1,10,18.15332052,208,line_drive
TRIPLE,100.1,6,48.70707701,120,ground_ball
SINGLE,104.9,3,-34.68963287,75,ground_ball
OUT,64.9,-28,-10.90940259,4,ground_ball
OUT,92.1,21,-20.00238889,310,line_drive
DOUBLE,93,1,-42.82434635,50,ground_ball
OUT,90.1,58,35.41740659,222,fly_ball
SINGLE,104.1,-7,-28.21926656,17,ground_ball
OUT,76.1,-18,39.50585062,8,ground_ball
OUT,85.2,36,3.800971898,284,fly_ball
OUT,90.7,44,4.005196573,280,fly_ball
OUT,103.8,43,39.42337778,339,fly_ball
DOUBLE,98.4,19,38.41895278,299,line_drive
OUT,60.5,66,55.83701914,118,popup
SINGLE,70.9,22,13.55125532,210,line_drive
OUT,96.3,21,26.59230676,303,line_drive
OUT,90.1,28,-43.38402027,291,fly_ball
DOUBLE,99.9,0,41.3930324,67,ground_ball
OUT,80.9,-8,49.12583289,15,ground_ball
HR,113.6,24,6.181650935,432,fly_ball
OUT,98.8,40,-32.60089926,344,fly_ball
SINGLE,104.7,15,30.20478058,228,line_drive
OUT,77.5,10,42.62792608,107,line_drive
OUT,104.2,-14,-22.72586168,8,ground_ball
DOUBLE,94.5,18,19.04037138,306,line_drive
SINGLE,101.9,-5,22.0670882,18,ground_ball
HR,105.8,33,-21.41693756,399,fly_ball
OUT,80.2,-21,20.10089947,7,ground_ball
SINGLE,104.6,8,26.67859111,133,ground_ball
OUT,92.2,-19,33.41319258,7,ground_ball
HR,109,30,-36.03563387,404,fly_ball
DOUBLE,105.6,27,-10.91087632,399,fly_ball
OUT,67.6,-3,16.64396946,17,ground_ball
SINGLE,90.8,7,40.28543523,106,ground_ball
OUT,95.5,32,11.42710159,348,fly_ball
OUT,93.1,40,4.77804681,305,fly_ball
DOUBLE,93.5,0,45.97115359,44,ground_ball
OUT,67,-7,-6.839422026,13,ground_ball
OUT,74.6,39,25.20887301,228,fly_ball
SINGLE,81.4,-2,16.07017312,33,ground_ball
HR,106.1,24,14.76900608,390,fly_ball
HR,109.9,18,37.4321097,356,line_drive
OUT,99.9,-4,28.02017718,33,ground_ball
OUT,85,-24,38.84030557,5,ground_ball
OUT,93.5,37,-12.53715013,317,fly_ball
OUT,91.2,45,-45.26882175,277,fly_ball
DOUBLE,91,18,-43.31599644,252,line_drive
OUT,55.8,-18,-41.0459581,7,ground_ball
OUT,88.3,-20,22.51906439,7,ground_ball
OUT,72.8,88,-56.34101068,51,popup
SINGLE,89.5,-4,6.86830589,18,ground_ball
OUT,94.3,-7,44.29530676,20,ground_ball
OUT,71.3,6,-41.50566004,83,ground_ball
OUT,91.6,-33,-4.397445775,4,ground_ball
OUT,87.2,46,-43.12691294,257,fly_ball
DOUBLE,99.9,8,49.06636886,144,line_drive
OUT,87.6,-16,32.67689087,6,ground_ball
OUT,91.7,21,-17.08211783,296,line_drive
OUT,94.3,0,-17.72606992,40,ground_ball
OUT,70.2,2,-13.76189513,38,ground_ball
OUT,89,22,-21.85222774,293,line_drive
OUT,87,-31,46.94808501,3,ground_ball
DOUBLE,93.4,20,-43.48829371,279,line_drive
OUT,63.3,-10,41.67030755,11,ground_ball
OUT,66.6,-2,-2.124514387,24,ground_ball
OUT,96,-4,-10.2650584,25,ground_ball
OUT,76.9,-10,19.63702199,12,ground_ball
OUT,91.4,-27,-22.37790586,5,ground_ball
HR,108,30,38.39564044,395,fly_ball
OUT,95.1,34,0.237394835,342,fly_ball
SINGLE,84.2,12,41.5959618,173,line_drive
OUT,77.3,1,-27.26899753,42,ground_ball
OUT,76.9,11,-28.7599823,96,ground_ball
OUT,92.3,-19,18.44984245,5,ground_ball
OUT,68.7,-33,40.57470111,2,ground_ball
OUT,85.3,-23,26.05173263,6,ground_ball
OUT,101.3,26,-23.3570913,351,fly_ball
OUT,95.7,18,-23.61252613,277,line_drive
SINGLE,95.5,4,24.03743915,108,ground_ball
DOUBLE,89.8,-26,37.24169801,6,ground_ball
OUT,96.6,-6,-38.97790095,20,ground_ball
OUT,86.3,-15,47.34358706,11,ground_ball
SINGLE,70.6,40,13.2270008,233,fly_ball
OUT,113,16,-12.18797658,345,line_drive
OUT,54.9,71,81.43582633,74,popup
OUT,100.1,-5,45.63252504,24,ground_ball
SINGLE,104.5,1,-4.838651425,58,ground_ball
SINGLE,89,10,-2.982092414,160,line_drive
OUT,73.8,-32,9.499847507,3,ground_ball
OUT,77.2,-6,27.08868777,10,ground_ball
OUT,63.8,36,7.314093149,206,popup
OUT,107.2,-10,-4.932530751,8,ground_ball
OUT,80,70,39.34099902,106,popup
OUT,101.2,31,14.86986112,354,fly_ball
SINGLE,72.5,16,-4.924173417,143,line_drive
SINGLE,73.9,18,35.44828198,191,line_drive
DOUBLE,106.3,10,-48.2302968,168,line_drive
SINGLE,100.4,7,19.84852231,175,line_drive
OUT,96.4,31,37.30192801,318,fly_ball
SINGLE,103.2,11,34.70626321,184,line_drive
OUT,83.6,3,-17.60656254,57,ground_ball
SINGLE,103.2,0,6.229832171,37,ground_ball
OUT,50.7,-32,33.31738541,3,ground_ball
SINGLE,104.1,3,6.59784864,69,ground_ball
OUT,94.4,28,32.08775784,340,fly_ball
OUT,79.7,31,8.43213619,286,fly_ball
SINGLE,92.2,2,-25.26026088,51,ground_ball
SINGLE,91,9,-24.0727206,210,line_drive
OUT,75.9,-1,-18.3541042,39,ground_ball
HR,102.5,35,-37.14351438,377,fly_ball
OUT,94.8,36,38.33019904,288,fly_ball
OUT,96.8,-11,-22.44065741,7,ground_ball
OUT,97.3,24,-3.834005279,357,line_drive
OUT,51.1,-74,-37.51741551,1,ground_ball
OUT,78,33,35.20051442,250,fly_ball
OUT,80.4,38,-40.74999116,274,fly_ball
DOUBLE,104,12,-39.74274749,218,line_drive
SINGLE,101.5,7,-35.27484774,116,ground_ball
OUT,97.6,23,17.18688874,355,line_drive
OUT,93.8,-1,-22.38297415,32,ground_ball
OUT,103.6,-11,30.26729042,10,ground_ball
SINGLE,97.2,0,11.58161237,47,ground_ball
