result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type,is_theoretical_fair
OUT,91.5,40,-24.98123960621605,301.0,fly_ball,1
OUT,79.2,-32,-39.84574481973932,4.0,ground_ball,1
OUT,90.1,39,46.24791755769896,314.0,fly_ball,0
OUT,77.7,24,27.706123914985124,262.0,line_drive,1
SINGLE,77.8,20,7.171119041014401,225.0,line_drive,1
OUT,94.4,26,-25.368116608170908,343.0,fly_ball,1
OUT,101.0,22,0.9423909677876546,378.0,line_drive,1
OUT,98.3,-3,28.016116866447973,27.0,ground_ball,1
SINGLE,99.4,-19,11.3042114775826,6.0,ground_ball,1
OUT,87.1,2,-17.609800683256353,49.0,ground_ball,1
OUT,85.7,49,43.16156289084572,268.0,fly_ball,1
OUT,91.0,47,0.2040024220576727,295.0,fly_ball,1
OUT,83.7,43,39.59253989855651,258.0,fly_ball,1
OUT,96.2,3,43.30476321753619,79.0,ground_ball,1
OUT,93.7,17,-2.693036987892896,298.0,line_drive,1
OUT,83.8,-46,-28.973563446595666,2.0,ground_ball,1
OUT,85.7,-26,-14.713353578264114,5.0,ground_ball,1
OUT,89.2,-7,11.072550188341705,13.0,ground_ball,1
DOUBLE,105.8,17,-20.70003715137436,360.0,line_drive,1
OUT,84.0,36,6.193797425990446,308.0,fly_ball,1
OUT,93.1,20,-6.938101437396673,317.0,line_drive,1
OUT,98.0,25,0.8978427215259613,391.0,fly_ball,1
HR,99.7,28,-32.715016811302405,393.0,fly_ball,1
OUT,68.5,41,19.55925714658579,215.0,popup,1
OUT,74.0,-21,-31.384100801984737,6.0,ground_ball,1
SINGLE,91.4,16,3.947492582556164,250.0,line_drive,1
OUT,97.0,6,23.29089470658885,145.0,ground_ball,1
SINGLE,61.8,-45,-59.607162126324845,2.0,ground_ball,0
OUT,96.0,15,-26.87864006343669,280.0,line_drive,1
OUT,92.4,-1,45.34122692109865,35.0,ground_ball,0
OUT,85.4,64,35.079706097435675,163.0,popup,1
SINGLE,92.8,4,0.7821463540566613,80.0,ground_ball,1
OUT,82.0,70,26.170701377835204,110.0,popup,1
OUT,106.0,3,-24.85671132606412,72.0,ground_ball,1
SINGLE,75.0,15,11.080032290840144,154.0,line_drive,1
OUT,85.1,8,-25.3416895446876,106.0,ground_ball,1
OUT,70.6,10,6.76511314079371,121.0,ground_ball,1
OUT,64.6,35,3.8922460026380543,210.0,popup,1
OUT,69.9,67,-54.153320871438765,140.0,popup,0
OUT,102.5,-3,25.720632931420656,32.0,ground_ball,1
OUT,59.6,37,6.472587537910873,176.0,popup,1
OUT,92.6,32,-7.527600510230687,346.0,fly_ball,1
SINGLE,70.0,34,-41.22809731050981,217.0,fly_ball,1
OUT,105.7,15,-0.5756939718875209,292.0,line_drive,1
OUT,70.6,-24,19.235982845709977,4.0,ground_ball,1
SINGLE,69.5,25,-34.93574495821493,212.0,line_drive,1
SINGLE,68.6,24,19.32812915110998,198.0,line_drive,1
SINGLE,96.3,3,-5.318786503326813,75.0,ground_ball,1
OUT,90.7,22,-3.7304191637064767,318.0,line_drive,1
OUT,97.6,-1,20.96319747498801,30.0,ground_ball,1
OUT,91.0,30,-19.810711472512644,327.0,fly_ball,1
SINGLE,86.6,-21,-3.8411361076914097,7.0,ground_ball,1
OUT,47.2,38,33.20360561574863,129.0,popup,1
OUT,101.5,-15,-15.942577475055035,6.0,ground_ball,1
OUT,97.3,27,32.80656736023736,346.0,fly_ball,1
OUT,79.4,72,-55.52688382244708,123.0,popup,0
OUT,70.9,41,48.805592405195846,222.0,fly_ball,0
OUT,95.1,-3,29.67574425561376,29.0,ground_ball,1
SINGLE,64.0,-64,-51.79806306293804,1.0,ground_ball,0
OUT,67.1,-25,-11.114219384641396,3.0,ground_ball,1
SINGLE,87.9,3,34.70740732431601,58.0,ground_ball,1
OUT,65.4,4,-43.032872920503415,48.0,ground_ball,1
SINGLE,57.1,-60,-30.59481671198048,1.0,ground_ball,1
OUT,104.7,22,1.5898150866824765,387.0,line_drive,1
OUT,92.4,31,-7.58444476074026,352.0,fly_ball,1
OUT,99.0,46,14.738991818997215,303.0,fly_ball,1
OUT,102.8,19,-7.631260196584759,345.0,line_drive,1
OUT,107.5,2,-17.547012550478705,68.0,ground_ball,1
OUT,84.1,-35,44.63682606227598,4.0,ground_ball,1
OUT,107.1,39,0.5878989622026649,378.0,fly_ball,1
OUT,100.2,-1,-29.01823476995474,45.0,ground_ball,1
OUT,88.0,29,-12.141613186797931,343.0,fly_ball,1
OUT,87.9,-17,28.46695878552284,5.0,ground_ball,1
HR,98.0,31,47.33254523601112,362.0,fly_ball,0
OUT,69.3,-17,-34.222546779403935,6.0,ground_ball,1
OUT,84.0,26,-13.94222549473484,297.0,line_drive,1
OUT,86.5,-16,10.552026054168971,7.0,ground_ball,1
SINGLE,94.3,1,-23.750662426338675,53.0,ground_ball,1
OUT,88.9,26,-7.67477964155967,334.0,line_drive,1
HR,104.9,38,24.80807216963628,417.0,fly_ball,1
OUT,100.2,16,-21.088829533866544,267.0,line_drive,1
OUT,79.2,42,2.2129571108285333,258.0,fly_ball,1
OUT,83.5,40,34.88563912494561,287.0,fly_ball,1
OUT,84.0,65,-53.42386280156487,184.0,popup,0
OUT,93.3,20,-2.7952319350135952,305.0,line_drive,1
SINGLE,107.1,4,0.0,95.0,ground_ball,1
OUT,99.0,57,51.36217711234506,231.0,fly_ball,0
DOUBLE,103.9,12,42.49275294240393,243.0,line_drive,1
OUT,80.2,34,-4.945871430404116,290.0,fly_ball,1
OUT,99.4,27,4.974680911117141,398.0,fly_ball,1
OUT,92.5,36,-34.76735207518464,319.0,fly_ball,1
OUT,91.3,42,37.3454477565811,304.0,fly_ball,1
OUT,82.6,46,-6.516630158633091,258.0,fly_ball,1
OUT,98.9,-3,36.00824674022951,27.0,ground_ball,1
OUT,46.8,-62,-8.31315533999945,1.0,ground_ball,1
SINGLE,105.2,15,15.688139148113052,261.0,line_drive,1
OUT,96.0,-1,31.906797340286158,37.0,ground_ball,1
OUT,97.1,-22,-18.14306394861076,5.0,ground_ball,1
HR,99.5,44,-42.60929532555734,351.0,fly_ball,1
OUT,73.6,18,5.008750285807915,166.0,line_drive,1
SINGLE,89.0,13,1.6376774022755585,230.0,line_drive,1
OUT,90.3,-6,35.39347630928818,18.0,ground_ball,1
OUT,58.3,-5,26.06527708634971,15.0,ground_ball,1
SINGLE,105.9,12,17.4648705121294,229.0,line_drive,1
OUT,86.1,0,16.79978368304754,34.0,ground_ball,1
DOUBLE,102.3,18,18.93497108751631,350.0,line_drive,1
OUT,80.7,-48,-26.014774918938176,2.0,ground_ball,1
OUT,85.9,-14,44.93481711627472,8.0,ground_ball,1
SINGLE,98.3,12,-29.387724053794376,190.0,line_drive,1
DOUBLE,96.8,30,-22.672872435115536,369.0,fly_ball,1
SINGLE,78.7,2,-44.34387328298499,49.0,ground_ball,1
OUT,94.0,44,33.92008288022881,292.0,fly_ball,1
OUT,53.3,-1,-27.22226626114659,23.0,ground_ball,1
HR,102.5,34,31.94518337943938,394.0,fly_ball,1
HR,108.3,29,-22.295947163357454,414.0,fly_ball,1
SINGLE,70.3,30,-29.335751964539668,236.0,fly_ball,1
OUT,91.8,68,49.34820806273057,143.0,popup,0
OUT,98.7,-22,-0.1890111227362616,5.0,ground_ball,1
OUT,74.6,-7,43.13126297260553,12.0,ground_ball,1
OUT,75.1,32,8.968991595634897,248.0,fly_ball,1
OUT,84.5,63,-55.77595864306053,188.0,popup,0
OUT,70.0,73,36.16627777823312,80.0,popup,1
OUT,69.1,71,47.12024822370569,93.0,popup,0
OUT,77.4,-13,23.07285016061855,8.0,ground_ball,1
OUT,106.0,18,26.79924199262687,329.0,line_drive,1
SINGLE,70.4,14,28.502468203283357,149.0,line_drive,1
OUT,51.1,49,7.56920564442318,131.0,popup,1
SINGLE,63.4,-54,-4.469842327416122,3.0,ground_ball,1
OUT,100.4,47,-3.414195839949476,286.0,fly_ball,1
OUT,91.8,42,12.320781314660374,301.0,fly_ball,1
OUT,97.9,-4,46.2528878174284,22.0,ground_ball,0
OUT,63.8,-11,4.718693551406012,13.0,ground_ball,1
OUT,73.5,-23,45.57897982139777,5.0,ground_ball,0
SINGLE,77.5,18,35.63290911906601,200.0,line_drive,1
OUT,89.1,53,32.87365282374989,254.0,fly_ball,1
OUT,94.6,-21,16.20941336652869,6.0,ground_ball,1
OUT,89.9,73,-60.69799950642377,126.0,popup,0
OUT,89.4,73,-88.65492491199267,94.0,popup,0
OUT,82.0,36,0.5580260620220497,291.0,fly_ball,1
DOUBLE,105.0,9,48.12106188979047,158.0,line_drive,0
SINGLE,105.6,3,35.90956092666523,80.0,ground_ball,1
DOUBLE,98.6,2,45.90800802945443,67.0,ground_ball,0
OUT,98.6,-26,-40.36143545292468,6.0,ground_ball,1
OUT,63.9,-22,-34.84012167337479,7.0,ground_ball,1
SINGLE,105.5,3,-12.679092745055552,77.0,ground_ball,1
OUT,84.9,40,30.457210323140743,269.0,fly_ball,1
HR,108.3,21,10.51620958295516,410.0,line_drive,1
OUT,74.7,48,2.795578852399056,222.0,fly_ball,1
OUT,99.8,41,8.57945034320163,332.0,fly_ball,1
OUT,79.5,77,74.8123519542127,53.0,popup,0
OUT,81.0,38,-14.616200197788396,273.0,fly_ball,1
OUT,76.1,51,-11.0929344868887,215.0,popup,1
OUT,99.3,2,30.27172419078472,59.0,ground_ball,1
HR,92.2,38,47.60431453601924,332.0,fly_ball,0
SINGLE,101.7,-2,1.1133993814562813,35.0,ground_ball,1
DOUBLE,81.3,-2,47.66569934313694,29.0,ground_ball,0
OUT,99.2,20,-11.60390268865047,348.0,line_drive,1
SINGLE,83.4,20,8.398029363625463,235.0,line_drive,1
SINGLE,100.1,14,37.829331079710926,209.0,line_drive,1
OUT,109.8,2,-34.32459775853495,68.0,ground_ball,1
OUT,95.1,33,12.59070605015932,349.0,fly_ball,1
OUT,58.8,1,18.181873019462717,36.0,ground_ball,1
OUT,91.8,-13,-9.714968120679202,11.0,ground_ball,1
OUT,62.5,-32,-21.05973936831385,4.0,ground_ball,1
DOUBLE,104.1,17,16.242816507481923,344.0,line_drive,1
OUT,72.2,39,32.62119381668981,224.0,fly_ball,1
SINGLE,63.6,-44,-41.817702308505126,2.0,ground_ball,1
HR,97.3,32,42.90156768210832,374.0,fly_ball,1
OUT,101.1,51,-24.36711129993217,285.0,fly_ball,1
OUT,82.9,79,-60.91430083205927,31.0,popup,0
OUT,87.5,-2,5.663890070958707,30.0,ground_ball,1
OUT,109.5,-13,21.86547698214663,7.0,ground_ball,1
DOUBLE,98.2,44,46.06121211203666,308.0,fly_ball,0
OUT,94.5,4,-34.8103755306038,80.0,ground_ball,1
OUT,69.4,-33,-23.167617732280785,4.0,ground_ball,1
OUT,105.5,-31,-48.55036896168664,4.0,ground_ball,0
OUT,94.4,-4,43.07393118736139,29.0,ground_ball,1
SINGLE,71.6,18,-43.29388983468149,172.0,line_drive,1
OUT,80.3,-58,32.51270621451272,1.0,ground_ball,1
OUT,89.2,3,43.8666127195638,67.0,ground_ball,1
DOUBLE,93.8,27,-39.17648644300836,345.0,fly_ball,1
HR,105.0,33,-25.74495483444322,393.0,fly_ball,1
OUT,90.4,40,28.87587971813874,299.0,fly_ball,1
SINGLE,63.5,-64,56.5990322531871,1.0,ground_ball,0
OUT,96.3,23,-37.19208232594123,344.0,line_drive,1
OUT,59.1,-26,25.28168965228966,6.0,ground_ball,1
OUT,98.1,24,3.495043578468524,349.0,fly_ball,1
OUT,65.9,71,42.138037065478784,88.0,popup,1
SINGLE,84.4,12,-1.3531450342918334,193.0,line_drive,1
OUT,100.2,4,-24.48298575292948,81.0,ground_ball,1
OUT,104.5,14,27.097066567469444,294.0,line_drive,1
OUT,102.0,-15,-37.16161509330077,11.0,ground_ball,1
OUT,101.4,-7,-17.93857787950445,24.0,ground_ball,1
HR,106.5,25,10.722051361195124,402.0,fly_ball,1
OUT,72.1,-6,-12.792943833061674,17.0,ground_ball,1
OUT,113.5,-2,4.367177703809574,31.0,ground_ball,1
SINGLE,89.5,-12,-5.111722991524726,9.0,ground_ball,1
HR,105.0,22,-46.09018847891927,371.0,fly_ball,0
SINGLE,102.8,9,-4.482065699049176,155.0,line_drive,1
OUT,64.4,60,32.892048380455364,145.0,popup,1
OUT,76.1,-6,-8.642136632650676,14.0,ground_ball,1
SINGLE,77.5,19,-18.42521788220153,241.0,line_drive,1
OUT,89.7,63,-31.4920664658635,189.0,fly_ball,1
OUT,99.7,-9,29.425426341675543,10.0,ground_ball,1
SINGLE,99.0,18,-37.99475706082307,272.0,line_drive,1
OUT,99.1,-22,-40.88289537142301,5.0,ground_ball,1
OUT,100.0,16,-23.452302214965503,299.0,line_drive,1
OUT,82.6,31,-25.1308934574466,302.0,fly_ball,1
OUT,81.8,29,-19.01351428720999,287.0,line_drive,1
OUT,52.2,-59,6.433026187376436,1.0,ground_ball,1
OUT,86.0,-38,-1.1689143394737278,2.0,ground_ball,1
OUT,89.1,-6,-12.061934365243664,17.0,ground_ball,1
OUT,101.1,14,-2.998963143380326,317.0,line_drive,1
OUT,72.2,9,9.27646462417635,104.0,ground_ball,1
OUT,91.2,50,-28.71780774843109,281.0,fly_ball,1
OUT,95.7,25,-0.700277478576911,361.0,fly_ball,1
OUT,97.9,-18,43.71060209593972,5.0,ground_ball,1
OUT,84.8,2,52.70626773496497,51.0,ground_ball,0
OUT,96.1,39,1.2170135635582666,342.0,fly_ball,1
OUT,104.5,-14,-14.194308775169803,8.0,ground_ball,1
OUT,90.6,56,-37.89552222573996,239.0,fly_ball,1
OUT,101.9,38,-8.27542391158023,382.0,fly_ball,1
SINGLE,68.7,77,20.496706513680543,52.0,popup,1
HR,106.2,22,18.01583247115296,405.0,fly_ball,1
SINGLE,108.9,12,-19.430367423336307,225.0,line_drive,1
SINGLE,94.0,-18,30.045627374470826,10.0,ground_ball,1
OUT,103.4,-11,20.36619457048553,14.0,ground_ball,1
SINGLE,41.1,-39,43.56585589234366,3.0,ground_ball,1
OUT,86.3,26,-8.78194120813953,311.0,line_drive,1
OUT,81.0,-5,52.68882952162279,22.0,ground_ball,0
OUT,62.7,77,41.20100101841078,44.0,popup,1
OUT,83.3,32,-28.13423455964253,307.0,fly_ball,1
OUT,100.5,46,14.357171990258935,312.0,fly_ball,1
OUT,92.2,36,29.222155447971534,318.0,fly_ball,1
SINGLE,102.2,12,-11.780384761676366,246.0,line_drive,1
OUT,93.7,50,18.312300379651678,242.0,fly_ball,1
OUT,76.2,8,-18.21924027541377,96.0,ground_ball,1
DOUBLE,91.4,21,42.70910655760229,282.0,line_drive,1
OUT,99.8,20,9.169852672947068,374.0,line_drive,1
OUT,92.9,56,9.627149168619582,217.0,fly_ball,1
OUT,80.1,24,22.5157440448738,268.0,line_drive,1
DOUBLE,93.7,15,42.44596839768829,223.0,line_drive,1
DOUBLE,87.7,60,-46.95810998128207,204.0,fly_ball,0
OUT,51.0,23,35.391549922265334,128.0,line_drive,1
SINGLE,98.5,7,-6.594581669290943,163.0,line_drive,1
OUT,95.1,72,59.284634019526166,103.0,popup,0
HR,106.6,38,-42.571638286764326,373.0,fly_ball,1
OUT,89.4,-18,49.54103517970501,6.0,ground_ball,0
OUT,71.0,-15,39.32910989654224,10.0,ground_ball,1
OUT,102.1,3,40.57974214687589,87.0,ground_ball,1
HR,103.7,25,-20.811004040928328,416.0,fly_ball,1
OUT,83.0,53,35.07970508524404,223.0,fly_ball,1
OUT,107.4,17,1.924286024697558,372.0,line_drive,1
OUT,65.6,-13,-10.306208805107245,8.0,ground_ball,1
OUT,88.9,21,6.685009570298864,319.0,line_drive,1
OUT,98.0,35,35.942111871382345,349.0,fly_ball,1
SINGLE,79.0,17,-15.822672115548231,211.0,line_drive,1
OUT,78.4,-5,-40.10460513864534,18.0,ground_ball,1
OUT,65.7,-15,40.14472456582396,7.0,ground_ball,1
OUT,83.2,57,-32.88875204072624,201.0,popup,1
OUT,68.3,9,10.49111585971281,90.0,ground_ball,1
DOUBLE,103.1,17,14.788053093500192,311.0,line_drive,1
SINGLE,98.5,2,25.83010328435237,79.0,ground_ball,1
OUT,84.1,-20,13.571218152989182,6.0,ground_ball,1
OUT,32.8,41,-0.4049104287857661,61.0,ground_ball,1
SINGLE,94.4,16,-0.5393097595526216,263.0,line_drive,1
DOUBLE,92.7,2,-42.54596832547292,57.0,ground_ball,1
SINGLE,90.7,15,13.628772474552855,210.0,line_drive,1
OUT,69.5,-20,-21.286132121268118,5.0,ground_ball,1
OUT,58.0,52,-22.230306834800533,157.0,popup,1
SINGLE,110.4,7,26.07346607574716,218.0,line_drive,1
DOUBLE,96.3,18,18.386655878509263,320.0,line_drive,1
OUT,104.0,-9,25.93371827743377,11.0,ground_ball,1
SINGLE,105.1,-10,-27.46786293969425,9.0,ground_ball,1
SINGLE,76.6,16,-31.120174332544504,182.0,line_drive,1
DOUBLE,103.0,25,13.466326335405691,398.0,fly_ball,1
OUT,91.7,-5,18.66344523673551,23.0,ground_ball,1
OUT,71.3,-54,-14.611283131755531,1.0,ground_ball,1
SINGLE,83.7,-7,36.05875973064288,15.0,ground_ball,1
OUT,84.8,1,-16.96742930369253,43.0,ground_ball,1
OUT,98.8,18,1.0190045808438597,329.0,line_drive,1
OUT,84.0,43,2.7702157972001875,279.0,fly_ball,1
HR,107.2,26,-37.43775439755444,408.0,fly_ball,1
DOUBLE,102.3,13,-43.141626988775165,239.0,line_drive,1
OUT,102.7,45,-16.014807748553,341.0,fly_ball,1
HR,104.9,25,-14.116725396335104,420.0,fly_ball,1
SINGLE,20.9,-55,-88.38646106711865,1.0,ground_ball,0
SINGLE,94.0,10,0.6837126035407911,176.0,line_drive,1
OUT,76.4,81,52.58555601267828,21.0,popup,0
OUT,100.5,31,7.392726626547655,394.0,fly_ball,1
SINGLE,96.6,-1,-9.498586398047436,44.0,ground_ball,1
OUT,63.2,-38,-22.316011373807637,2.0,ground_ball,1
OUT,96.4,28,-31.61649282804509,340.0,fly_ball,1
OUT,92.1,-14,-34.45064955521425,14.0,ground_ball,1
OUT,102.1,55,-24.351618267047485,258.0,fly_ball,1
OUT,75.0,-17,36.25631785948952,8.0,ground_ball,1
OUT,97.1,-4,27.10241498284366,23.0,ground_ball,1
DOUBLE,88.7,13,47.21934864166502,206.0,line_drive,0
OUT,77.3,-32,27.42316602707748,3.0,ground_ball,1
OUT,83.8,0,-26.181036957354507,39.0,ground_ball,1
OUT,87.9,66,-33.966589411408435,152.0,popup,1
OUT,86.0,39,-8.364412994155966,311.0,fly_ball,1
HR,100.6,27,-36.03850226980684,372.0,fly_ball,1
OUT,100.2,45,10.21680552329943,330.0,fly_ball,1
SINGLE,87.4,15,5.762186387243611,196.0,line_drive,1
HR,109.5,18,27.067982959348782,397.0,line_drive,1
SINGLE,95.8,-3,-1.0163590766810549,26.0,ground_ball,1
OUT,94.1,22,31.48195228335945,306.0,line_drive,1
HR,110.2,19,41.184920194045496,396.0,line_drive,1
SINGLE,100.3,-4,31.010860489733943,26.0,ground_ball,1
TRIPLE,106.8,15,12.989255682997896,342.0,line_drive,1
OUT,85.1,-23,-43.09600609580151,3.0,ground_ball,1
OUT,89.9,-12,-34.219283062700256,9.0,ground_ball,1
SINGLE,88.8,14,19.56996497086089,258.0,line_drive,1
OUT,89.0,-18,-21.003375138825103,8.0,ground_ball,1
OUT,97.2,41,-30.384176682853887,351.0,fly_ball,1
OUT,85.4,38,29.77853070976567,318.0,fly_ball,1
SINGLE,85.0,2,-34.00041256776134,60.0,ground_ball,1
OUT,94.0,7,29.834011294291205,138.0,line_drive,1
SINGLE,94.1,-30,-37.88160514413621,3.0,ground_ball,1
SINGLE,102.5,6,41.5224775308568,167.0,line_drive,1
OUT,90.1,77,74.2002357595294,47.0,popup,0
OUT,105.7,-13,25.140426769335743,9.0,ground_ball,1
SINGLE,102.2,-5,-10.624775122997644,22.0,ground_ball,1
OUT,76.0,-45,21.736474816849096,1.0,ground_ball,1
OUT,100.2,-4,-12.343853006143052,25.0,ground_ball,1
OUT,97.4,-24,26.251336763933946,5.0,ground_ball,1
OUT,73.6,-16,11.81746055319458,5.0,ground_ball,1
SINGLE,74.0,26,-10.82603030094458,250.0,fly_ball,1
OUT,90.1,25,20.80082100315641,318.0,line_drive,1
OUT,77.2,-22,44.02603078548433,5.0,ground_ball,1
SINGLE,97.3,9,11.827756581675496,174.0,line_drive,1
DOUBLE,105.4,18,22.149007928689084,360.0,line_drive,1
OUT,81.1,-8,-34.56180568662895,11.0,ground_ball,1
OUT,91.3,29,-25.49676004063367,328.0,fly_ball,1
SINGLE,72.5,25,-16.00415855018402,248.0,line_drive,1
OUT,83.3,36,48.05750847922808,282.0,fly_ball,0
SINGLE,113.6,8,-9.817207836845371,238.0,line_drive,1
OUT,72.4,37,29.23714315058821,244.0,fly_ball,1
OUT,85.9,-35,32.9216616195047,4.0,ground_ball,1
DOUBLE,81.3,9,-43.4733973359502,109.0,ground_ball,1
SINGLE,89.5,9,-23.384642462459247,164.0,line_drive,1
OUT,84.8,-12,37.1259810124954,8.0,ground_ball,1
SINGLE,83.9,-17,-2.298830537811913,7.0,ground_ball,1
OUT,89.7,-1,7.1587673932502005,38.0,ground_ball,1
OUT,96.2,60,22.959144880324708,223.0,fly_ball,1
DOUBLE,96.7,26,22.90542245485695,371.0,fly_ball,1
OUT,94.1,-2,46.46189171755756,43.0,ground_ball,0
SINGLE,113.4,-8,-32.24368673401346,13.0,ground_ball,1
OUT,77.6,1,31.472646701238787,44.0,ground_ball,1
OUT,90.7,-29,-23.019718302989496,3.0,ground_ball,1
SINGLE,108.4,-1,-1.0582225591750418,42.0,ground_ball,1
OUT,102.3,-9,31.7608209747371,15.0,ground_ball,1
OUT,70.4,-21,41.0467009506817,7.0,ground_ball,1
OUT,103.2,-13,-21.471160145952883,10.0,ground_ball,1
SINGLE,88.6,7,1.86831300709157,117.0,ground_ball,1
OUT,74.0,63,55.99514967476663,167.0,fly_ball,0
OUT,97.1,10,-10.622596386953491,157.0,line_drive,1
OUT,93.1,68,-23.33170668428675,135.0,popup,1
OUT,74.5,34,6.566260016673037,264.0,fly_ball,1
SINGLE,92.1,-24,-3.6041976675589655,6.0,ground_ball,1
OUT,95.0,-40,-35.07047873009609,2.0,ground_ball,1
DOUBLE,99.9,4,13.894701613276576,84.0,ground_ball,1
OUT,105.8,17,20.05629123426739,325.0,line_drive,1
OUT,94.4,4,32.11250568951184,108.0,ground_ball,1
OUT,98.6,27,12.286943127525715,378.0,fly_ball,1
OUT,84.8,11,-23.258485724438724,148.0,line_drive,1
OUT,41.4,-26,-29.611277935142784,5.0,ground_ball,1
SINGLE,87.2,11,-21.09480488868979,201.0,line_drive,1
HR,96.0,29,-35.64851142028953,376.0,fly_ball,1
DOUBLE,74.5,27,-45.14606706478137,247.0,line_drive,0
SINGLE,102.0,-17,28.348055403020936,8.0,ground_ball,1
SINGLE,95.3,9,0.6922560923282618,165.0,line_drive,1
OUT,92.6,54,12.421719665999154,260.0,fly_ball,1
SINGLE,91.5,4,41.56438148837635,92.0,ground_ball,1
OUT,86.3,-1,-24.19940716161084,35.0,ground_ball,1
DOUBLE,104.0,21,16.762693406164864,354.0,line_drive,1
OUT,86.9,-31,48.581431592170965,4.0,ground_ball,0
OUT,106.5,36,-18.31092971508322,394.0,fly_ball,1
OUT,89.2,-40,-26.552674942361065,4.0,ground_ball,1
OUT,103.0,-12,-25.40226411797036,12.0,ground_ball,1
SINGLE,75.3,-51,-38.47245848080109,2.0,ground_ball,1
SINGLE,103.1,-1,-23.32577477841555,45.0,ground_ball,1
HR,112.2,16,1.2011153768102425,416.0,line_drive,1
OUT,99.0,35,-27.253839017866515,360.0,fly_ball,1
SINGLE,111.6,8,26.72483978934916,228.0,line_drive,1
SINGLE,102.7,8,7.447728381040346,152.0,ground_ball,1
OUT,92.6,11,-3.1083595697554034,146.0,line_drive,1
OUT,59.2,-23,33.26255250188853,6.0,ground_ball,1
OUT,94.3,-46,33.41293363389418,2.0,ground_ball,1
SINGLE,82.5,20,-32.08132116381205,244.0,line_drive,1
OUT,73.2,82,41.79208830444948,37.0,popup,1
OUT,88.0,19,26.84009996210836,264.0,line_drive,1
OUT,101.2,22,38.563944890913895,318.0,line_drive,1
SINGLE,74.1,-31,-38.54682519073072,3.0,ground_ball,1
OUT,81.3,50,-6.262495577587781,247.0,fly_ball,1
OUT,103.1,20,-16.366638550510377,341.0,line_drive,1
DOUBLE,104.8,20,-17.477981368864768,353.0,line_drive,1
OUT,87.3,-32,19.18005403688329,3.0,ground_ball,1
OUT,103.6,17,27.983463937210697,315.0,line_drive,1
SINGLE,107.3,15,1.3263892038627911,298.0,line_drive,1
SINGLE,102.1,0,-25.422245401675703,50.0,ground_ball,1
OUT,90.1,85,2.46612727897344,40.0,popup,1
SINGLE,90.8,3,-27.140701434448506,68.0,ground_ball,1
OUT,106.4,-2,-22.95604833666419,39.0,ground_ball,1
OUT,99.3,28,4.893824218330549,391.0,fly_ball,1
OUT,93.6,40,-8.609473319677441,326.0,fly_ball,1
OUT,83.2,32,-5.26671365583682,309.0,fly_ball,1
DOUBLE,105.2,12,-46.807428086234665,196.0,line_drive,0
OUT,63.1,49,-14.738413366169898,190.0,popup,1
OUT,72.6,0,-12.990987490628328,37.0,ground_ball,1
OUT,84.7,74,-63.15128266225715,124.0,popup,0
OUT,102.2,10,44.62338269526772,178.0,line_drive,1
OUT,94.0,-20,17.96670522891345,4.0,ground_ball,1
OUT,94.5,-22,-1.6187976778501794,7.0,ground_ball,1
OUT,97.6,23,13.34654131833301,354.0,line_drive,1
OUT,101.1,20,-0.4383648574944991,379.0,line_drive,1
OUT,93.5,37,-17.015868876600628,363.0,fly_ball,1
OUT,96.5,-5,-27.25776236505315,27.0,ground_ball,1
OUT,88.0,-26,42.42633866921821,4.0,ground_ball,1
HR,102.9,31,-15.798790083933564,409.0,fly_ball,1
DOUBLE,96.6,25,-45.10234603506908,333.0,fly_ball,0
OUT,71.3,-37,36.30251171863914,3.0,ground_ball,1
SINGLE,98.4,1,-25.35345244344909,53.0,ground_ball,1
DOUBLE,87.7,20,40.98305489654619,247.0,line_drive,1
OUT,94.0,62,-43.7167703013917,184.0,popup,1
OUT,78.3,-29,-29.99478200197892,4.0,ground_ball,1
SINGLE,103.6,11,31.01238400120305,203.0,line_drive,1
HR,109.2,34,24.90817899839293,430.0,fly_ball,1
OUT,94.8,38,16.75276265828602,334.0,fly_ball,1
DOUBLE,83.9,19,-41.070592950292266,222.0,line_drive,1
DOUBLE,115.1,12,-14.258711353461978,312.0,line_drive,1
OUT,74.4,-1,-6.513365891735556,38.0,ground_ball,1
OUT,103.1,54,0.1539466429101217,263.0,fly_ball,1
OUT,105.0,2,-28.90392887937624,94.0,ground_ball,1
SINGLE,101.2,13,15.562469407457346,284.0,line_drive,1
DOUBLE,101.5,28,-14.667850521571962,387.0,fly_ball,1
OUT,85.6,71,51.490540199962695,107.0,popup,0
OUT,83.5,21,26.009058225795933,264.0,line_drive,1
DOUBLE,108.4,12,16.20862498100194,255.0,line_drive,1
SINGLE,101.3,5,-24.151223777666875,99.0,ground_ball,1
HR,100.4,30,48.23245021220627,367.0,fly_ball,0
OUT,107.7,-7,25.569438203552377,20.0,ground_ball,1
OUT,77.7,61,-8.388234181895207,154.0,popup,1
OUT,86.0,74,-12.039112116022302,77.0,popup,1
OUT,86.3,50,12.190395227318458,249.0,fly_ball,1
OUT,91.0,51,-32.13362577599632,276.0,fly_ball,1
OUT,103.7,23,-15.385287361736395,373.0,fly_ball,1
HR,102.1,25,44.25547081892267,385.0,fly_ball,1
OUT,88.7,33,-0.4429997766439326,339.0,fly_ball,1
OUT,102.3,58,-24.548000030611394,244.0,fly_ball,1
