result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type,is_theoretical_fair
OUT,83.1,-11,42.783758081926045,11.0,ground_ball,1
OUT,83.1,4,-38.27676117256004,71.0,ground_ball,1
OUT,77.0,-11,31.660332559509605,8.0,ground_ball,1
OUT,95.6,36,6.289432300177101,377.0,fly_ball,1
HR,100.1,32,-20.27033165596529,378.0,fly_ball,1
OUT,93.9,19,39.35836539520864,296.0,line_drive,1
OUT,83.9,25,39.53953256853005,288.0,line_drive,1
OUT,75.2,2,4.457226859521395,50.0,ground_ball,1
SINGLE,97.6,13,34.695468441835146,223.0,line_drive,1
OUT,105.5,-2,23.469990262445627,38.0,ground_ball,1
OUT,103.7,-9,-1.750938620366475,21.0,ground_ball,1
OUT,93.1,-1,41.55363592177821,33.0,ground_ball,1
SINGLE,36.8,-30,-47.615754875421885,5.0,ground_ball,0
SINGLE,100.6,16,31.05785982017633,218.0,line_drive,1
DOUBLE,90.3,26,44.88162706874947,312.0,fly_ball,1
SINGLE,96.0,8,-20.523712130554053,142.0,ground_ball,1
SINGLE,110.2,7,34.65639460054715,157.0,ground_ball,1
OUT,70.1,62,17.342576928219245,146.0,popup,1
OUT,92.8,41,2.6353653885193613,330.0,fly_ball,1
DOUBLE,96.4,19,-23.795309886946335,323.0,line_drive,1
OUT,94.8,-15,-35.85071373484505,9.0,ground_ball,1
OUT,99.6,-4,18.006980020227854,24.0,ground_ball,1
DOUBLE,103.7,11,40.51751858620501,199.0,line_drive,1
SINGLE,96.5,15,34.791403553200425,205.0,line_drive,1
OUT,79.5,-28,35.242647844972865,5.0,ground_ball,1
OUT,72.3,-13,-48.176128534682434,6.0,ground_ball,0
OUT,96.3,60,-18.791187421071363,231.0,fly_ball,1
OUT,90.4,67,3.755544291817927,142.0,popup,1
OUT,102.5,22,12.475580844238518,366.0,line_drive,1
OUT,108.8,-19,33.459848331842764,6.0,ground_ball,1
DOUBLE,108.0,18,-2.1585694444061927,405.0,line_drive,1
OUT,88.3,44,-17.001684703698285,292.0,fly_ball,1
OUT,81.8,66,57.87030010748902,138.0,popup,0
OUT,70.0,-2,-25.83638226647463,28.0,ground_ball,1
OUT,103.1,-6,-34.94219394284555,14.0,ground_ball,1
OUT,89.4,37,-48.6668329673837,309.0,fly_ball,0
SINGLE,93.6,12,21.131403770541617,172.0,line_drive,1
OUT,70.2,-43,-47.39395020993577,2.0,ground_ball,0
TRIPLE,74.7,2,50.15677350821618,55.0,ground_ball,0
OUT,71.1,69,70.74466512996636,127.0,popup,0
OUT,88.2,5,-20.689760665001643,100.0,ground_ball,1
SINGLE,108.4,13,25.456430096111813,302.0,line_drive,1
OUT,63.3,69,-6.980097914251063,100.0,popup,1
OUT,59.5,12,32.27932437491672,106.0,ground_ball,1
OUT,95.0,-10,-21.627813420203854,11.0,ground_ball,1
OUT,77.0,-37,25.41928833890288,3.0,ground_ball,1
SINGLE,97.8,-8,25.368805477607587,16.0,ground_ball,1
SINGLE,65.0,5,-10.183330821510646,58.0,ground_ball,1
SINGLE,93.4,7,-22.343894842046662,135.0,ground_ball,1
OUT,82.1,-42,-25.68997566400356,2.0,ground_ball,1
OUT,81.6,54,-46.52118240558149,218.0,fly_ball,0
SINGLE,102.4,9,7.347461407956304,233.0,line_drive,1
OUT,88.9,-11,43.064551871622704,9.0,ground_ball,1
SINGLE,71.1,21,40.69168505830631,189.0,line_drive,1
OUT,96.2,-3,6.397984523882198,28.0,ground_ball,1
OUT,83.0,23,-0.0297872494676876,291.0,line_drive,1
OUT,90.1,-23,20.46755759956857,4.0,ground_ball,1
SINGLE,106.6,0,-12.567082582091082,51.0,ground_ball,1
OUT,97.4,35,1.4646187732784877,367.0,fly_ball,1
OUT,73.2,-22,12.144278049567026,5.0,ground_ball,1
OUT,79.4,-49,29.381906555235062,2.0,ground_ball,1
OUT,101.0,5,30.991075792938943,107.0,ground_ball,1
OUT,76.4,9,45.38730220929472,106.0,line_drive,0
SINGLE,97.9,-1,22.635065455159857,41.0,ground_ball,1
OUT,79.8,42,-21.166114362846155,269.0,fly_ball,1
OUT,98.7,-3,-35.90122073091027,31.0,ground_ball,1
SINGLE,94.8,-17,-26.7981916604916,6.0,ground_ball,1
OUT,75.9,67,68.11304547037321,135.0,popup,0
OUT,85.6,34,46.75899678230854,280.0,fly_ball,0
OUT,95.6,38,-29.453802674959476,337.0,fly_ball,1
OUT,115.1,0,-8.027512409877618,71.0,ground_ball,1
SINGLE,94.8,8,36.4741999706128,122.0,ground_ball,1
OUT,85.3,-18,5.490515224340588,8.0,ground_ball,1
OUT,62.3,-56,35.38595413118469,1.0,ground_ball,1
OUT,82.1,-26,-43.01892269442018,3.0,ground_ball,1
OUT,76.1,65,-55.4869074445582,140.0,popup,0
OUT,99.4,22,9.031738536926763,362.0,fly_ball,1
OUT,72.7,-17,-31.01845540029359,6.0,ground_ball,1
OUT,87.7,33,30.591308173567683,270.0,fly_ball,1
OUT,93.7,23,-35.09476230552679,302.0,line_drive,1
OUT,99.3,19,26.051184883676424,344.0,line_drive,1
OUT,97.8,-2,-6.472994934993888,43.0,ground_ball,1
SINGLE,84.4,22,42.08551866692353,230.0,line_drive,1
DOUBLE,101.9,21,-33.46725992629575,325.0,line_drive,1
OUT,92.8,30,12.932580077340631,362.0,fly_ball,1
DOUBLE,91.5,11,-42.260953713408526,209.0,line_drive,1
OUT,52.0,-71,-41.68376573572584,1.0,ground_ball,1
OUT,96.2,42,-9.849070206219302,351.0,fly_ball,1
SINGLE,104.3,6,-2.6825793299549776,125.0,ground_ball,1
SINGLE,88.4,9,-5.840439682508786,149.0,line_drive,1
OUT,102.8,-18,41.619966838533806,7.0,ground_ball,1
OUT,66.8,51,42.66431998793754,179.0,popup,1
OUT,94.5,27,-11.256964505438864,359.0,fly_ball,1
OUT,74.9,35,38.37145836417652,259.0,fly_ball,1
OUT,79.4,46,-23.852585341139932,232.0,fly_ball,1
HR,99.6,33,-19.288839193618333,390.0,fly_ball,1
HR,112.7,26,-15.147713062108112,454.0,fly_ball,1
OUT,81.6,52,27.75913414596,227.0,fly_ball,1
SINGLE,77.4,18,-16.39790617403792,213.0,line_drive,1
OUT,86.8,31,-27.08001760991461,303.0,fly_ball,1
OUT,97.3,40,-21.65403654237769,358.0,fly_ball,1
DOUBLE,86.8,21,44.37847253130629,243.0,line_drive,1
SINGLE,77.2,7,18.47092248907053,92.0,ground_ball,1
OUT,58.3,68,18.67909743129987,89.0,popup,1
OUT,86.8,41,-9.971732621800625,287.0,fly_ball,1
OUT,90.3,50,11.169025747329425,265.0,fly_ball,1
SINGLE,100.0,12,9.093043257837344,216.0,line_drive,1
SINGLE,83.6,0,-17.605699310063564,43.0,ground_ball,1
OUT,58.4,-22,-5.731594277538918,5.0,ground_ball,1
SINGLE,70.3,41,8.941427257981973,226.0,fly_ball,1
OUT,89.7,-6,7.226262987765255,17.0,ground_ball,1
SINGLE,96.3,-19,0.3400999060275086,8.0,ground_ball,1
SINGLE,104.3,12,-22.203711115073983,197.0,line_drive,1
OUT,64.7,32,2.430843997207273,215.0,popup,1
SINGLE,86.2,18,-5.562045989415124,256.0,line_drive,1
OUT,60.3,-19,-24.349109501272103,7.0,ground_ball,1
OUT,80.6,44,-7.038984448324393,254.0,fly_ball,1
SINGLE,88.1,-25,21.39807251294619,8.0,ground_ball,1
SINGLE,105.0,13,-21.460201415457167,269.0,line_drive,1
HR,99.5,25,37.20913521439952,365.0,fly_ball,1
HR,109.5,30,-4.219614192263277,426.0,fly_ball,1
HR,106.4,26,-25.716330557605797,430.0,fly_ball,1
SINGLE,105.3,1,28.46649951820191,67.0,ground_ball,1
HR,96.8,28,37.584751968202845,358.0,fly_ball,1
HR,106.6,39,-36.43317444442691,399.0,fly_ball,1
SINGLE,67.0,31,10.425152949550409,223.0,fly_ball,1
OUT,77.5,57,-60.14740862195504,170.0,popup,0
OUT,101.0,47,-1.3457404807957378,336.0,fly_ball,1
HR,101.6,40,-42.02411586570704,369.0,fly_ball,1
OUT,98.0,-22,-18.15603662511797,7.0,ground_ball,1
SINGLE,65.4,-31,-21.610389844293568,3.0,ground_ball,1
OUT,81.2,-29,36.247027216307245,3.0,ground_ball,1
OUT,71.9,31,-27.773567523841223,250.0,fly_ball,1
OUT,98.8,36,10.283129641525395,374.0,fly_ball,1
OUT,94.2,5,-16.29861054593606,81.0,ground_ball,1
OUT,91.1,21,34.82248843717458,303.0,line_drive,1
HR,103.7,34,-28.541845845111183,389.0,fly_ball,1
OUT,101.4,3,-5.46864321753359,90.0,ground_ball,1
OUT,55.0,-60,35.84237487445162,1.0,ground_ball,1
SINGLE,95.6,12,-25.07431935528865,204.0,line_drive,1
HR,94.4,31,29.756023057842064,364.0,fly_ball,1
SINGLE,95.7,16,-28.238829590772955,265.0,line_drive,1
OUT,89.8,-24,28.9836666912102,7.0,ground_ball,1
DOUBLE,88.8,3,-46.308461057974114,78.0,line_drive,0
SINGLE,67.3,27,12.140031226356625,206.0,fly_ball,1
SINGLE,94.4,16,39.49253469080297,208.0,line_drive,1
OUT,87.8,-1,10.0842562838469,41.0,ground_ball,1
OUT,97.9,-3,26.68089367898187,28.0,ground_ball,1
OUT,99.4,22,0.7798813490306052,344.0,line_drive,1
DOUBLE,100.7,21,-17.433132051763423,367.0,line_drive,1
OUT,103.5,29,-4.080173846699565,408.0,fly_ball,1
OUT,108.5,-8,15.56694510359685,13.0,ground_ball,1
OUT,95.8,32,10.169149326461664,359.0,fly_ball,1
OUT,81.8,27,1.9244550205129305,282.0,line_drive,1
SINGLE,107.6,16,-25.19582727915035,282.0,line_drive,1
OUT,69.4,14,5.231116066663016,124.0,ground_ball,1
DOUBLE,98.7,13,40.30384363187337,198.0,line_drive,1
SINGLE,94.5,12,17.249262549316107,253.0,line_drive,1
OUT,96.9,-10,-27.64052632734746,10.0,ground_ball,1
OUT,73.9,2,-10.87878325077917,46.0,ground_ball,1
SINGLE,99.6,9,-38.819932283793534,132.0,ground_ball,1
SINGLE,98.8,13,-33.8578226796111,230.0,line_drive,1
OUT,81.2,28,-3.365601875122344,295.0,line_drive,1
OUT,99.6,32,-13.69468150266908,360.0,fly_ball,1
SINGLE,58.0,-63,35.692232506348944,1.0,ground_ball,1
OUT,87.8,67,75.57922687248902,158.0,popup,0
OUT,94.4,4,27.889573089369165,73.0,ground_ball,1
OUT,93.5,-4,33.70147421098,24.0,ground_ball,1
SINGLE,91.7,3,-42.12808295847263,76.0,ground_ball,1
OUT,102.2,38,-3.724792266211456,349.0,fly_ball,1
DOUBLE,93.6,16,-44.809058669873856,265.0,line_drive,1
OUT,74.3,47,43.488226226203366,222.0,fly_ball,1
OUT,56.2,44,27.435382244182684,163.0,popup,1
HR,105.9,23,-46.33462857934933,405.0,fly_ball,0
HR,102.5,35,-24.92146907638121,389.0,fly_ball,1
OUT,84.2,69,-43.40311258102153,109.0,popup,1
SINGLE,89.5,2,40.99268262843305,58.0,ground_ball,1
DOUBLE,87.3,14,-49.6236597979078,171.0,line_drive,0
OUT,72.9,-10,-41.76262170561949,9.0,ground_ball,1
HR,107.8,24,46.76382695978192,373.0,fly_ball,0
OUT,90.3,44,-0.3020163587137028,268.0,fly_ball,1
OUT,105.6,27,5.910850532472413,393.0,fly_ball,1
OUT,85.9,82,-70.71440791688606,27.0,popup,0
OUT,101.1,1,44.85330583047151,65.0,ground_ball,1
OUT,83.5,3,-3.621084868486467,94.0,ground_ball,1
OUT,88.7,-51,-36.27864150133733,2.0,ground_ball,1
OUT,93.0,22,4.796110017159904,318.0,line_drive,1
OUT,99.6,46,15.68436312268334,299.0,fly_ball,1
SINGLE,104.3,10,23.1023617707226,165.0,line_drive,1
SINGLE,74.0,-20,-42.16158627394523,6.0,ground_ball,1
OUT,88.9,40,39.23136355148792,258.0,fly_ball,1
DOUBLE,103.6,17,-15.413753525563092,301.0,line_drive,1
OUT,47.4,1,-15.942494261124208,33.0,ground_ball,1
OUT,77.7,-28,-10.120406990015807,3.0,ground_ball,1
SINGLE,94.9,14,-24.244817284072333,228.0,line_drive,1
OUT,91.7,63,-28.15185491322569,175.0,popup,1
SINGLE,87.1,16,16.400993403296532,200.0,line_drive,1
OUT,84.9,-17,-27.681551309489016,7.0,ground_ball,1
OUT,82.4,68,46.681580033372434,128.0,popup,0
OUT,90.1,53,1.8002837011920385,220.0,fly_ball,1
OUT,83.2,63,-50.92706216183526,152.0,popup,0
OUT,91.6,2,40.89712150415652,59.0,ground_ball,1
TRIPLE,91.5,15,45.13191041857959,208.0,line_drive,0
OUT,76.4,75,79.68080986411263,70.0,popup,0
OUT,88.5,7,-32.992141003665694,111.0,line_drive,1
OUT,96.9,28,13.671103860524294,367.0,fly_ball,1
SINGLE,103.2,13,-21.17588660845719,268.0,line_drive,1
OUT,84.5,-47,21.895174413304765,3.0,ground_ball,1
OUT,98.7,6,13.397019557822937,134.0,ground_ball,1
OUT,79.7,-57,-18.271610014344837,1.0,ground_ball,1
SINGLE,104.8,11,20.27389627068151,171.0,line_drive,1
OUT,57.7,-69,-56.12485215025943,1.0,ground_ball,0
OUT,93.8,24,21.06522609832725,329.0,line_drive,1
OUT,105.6,34,11.522202535346173,398.0,fly_ball,1
SINGLE,88.7,-23,33.348835818746494,6.0,ground_ball,1
OUT,71.4,69,-68.7790494353407,128.0,popup,0
OUT,82.4,-32,18.286679114489143,3.0,ground_ball,1
SINGLE,100.9,11,-30.242647041797767,203.0,line_drive,1
OUT,79.3,10,11.692839123322118,110.0,ground_ball,1
OUT,29.0,44,33.02781880719352,55.0,popup,1
OUT,105.2,-4,17.716592004665618,23.0,ground_ball,1
SINGLE,88.2,16,-16.985900456088732,276.0,line_drive,1
SINGLE,108.3,10,-35.15588602483771,162.0,line_drive,1
OUT,93.5,-24,50.52016649382979,4.0,ground_ball,0
OUT,78.5,-5,-40.221908444448594,13.0,ground_ball,1
SINGLE,100.0,1,2.2057288465018545,50.0,ground_ball,1
OUT,65.4,20,-11.084964224751916,163.0,line_drive,1
OUT,61.8,77,-44.62781255199298,55.0,popup,1
OUT,102.1,16,2.060573883027052,333.0,line_drive,1
OUT,95.6,-21,-25.61769308200573,6.0,ground_ball,1
OUT,52.9,9,24.14272902983295,66.0,ground_ball,1
OUT,78.3,24,-38.87671446150589,249.0,line_drive,1
OUT,108.2,-3,46.16320624524111,28.0,ground_ball,0
OUT,68.7,2,18.50512879011038,47.0,ground_ball,1
OUT,104.2,-4,40.197172782831416,28.0,ground_ball,1
OUT,101.5,5,-28.32178405423647,116.0,ground_ball,1
OUT,92.9,-5,-30.513825100571637,20.0,ground_ball,1
OUT,70.1,-15,-25.763979276628817,9.0,ground_ball,1
SINGLE,92.4,16,-22.956094117632148,227.0,line_drive,1
OUT,83.3,-14,-22.878327518097908,9.0,ground_ball,1
OUT,88.7,47,-42.6334514543953,278.0,fly_ball,1
OUT,78.9,0,24.244038450438364,40.0,ground_ball,1
OUT,100.0,19,2.4434210644049337,336.0,line_drive,1
OUT,84.2,10,-42.82693837768315,141.0,line_drive,1
SINGLE,72.2,24,-24.6134364886709,223.0,line_drive,1
SINGLE,111.4,13,0.9896559162141352,261.0,line_drive,1
SINGLE,88.7,21,35.17979418196107,255.0,line_drive,1
SINGLE,99.4,-11,26.7968262384556,9.0,ground_ball,1
OUT,94.2,4,-37.597394006752864,83.0,ground_ball,1
OUT,93.9,-13,-22.353540347335,9.0,ground_ball,1
HR,102.3,25,-17.23454718870826,400.0,fly_ball,1
OUT,86.2,39,-13.399739245410892,304.0,fly_ball,1
OUT,107.3,22,38.78167836622991,329.0,line_drive,1
OUT,79.2,7,-15.75705830159934,95.0,ground_ball,1
OUT,66.3,77,41.603129360324594,46.0,popup,1
OUT,80.6,-44,-44.45126846674467,2.0,ground_ball,1
DOUBLE,103.4,9,-42.45101027325151,195.0,line_drive,1
OUT,78.2,-19,-6.224647098886729,8.0,ground_ball,1
OUT,87.3,22,-29.618453912580105,294.0,line_drive,1
OUT,83.3,5,-31.24150248908613,70.0,ground_ball,1
OUT,33.9,10,-12.8873699278272,35.0,ground_ball,1
SINGLE,98.2,10,-27.108411549430485,162.0,line_drive,1
DOUBLE,102.7,20,20.48948332573964,366.0,line_drive,1
OUT,97.4,1,-21.78871095386622,52.0,ground_ball,1
OUT,94.5,-6,25.532192134971844,15.0,ground_ball,1
OUT,88.9,-12,44.31257845302535,10.0,ground_ball,1
OUT,98.5,-32,-20.38243210310596,3.0,ground_ball,1
OUT,91.6,49,40.04645595824641,279.0,fly_ball,1
OUT,82.3,-45,34.496625442379376,2.0,ground_ball,1
SINGLE,92.0,9,-8.533602673077228,143.0,ground_ball,1
OUT,94.7,7,-26.441922900618632,161.0,line_drive,1
SINGLE,104.0,14,-28.44378639697711,251.0,line_drive,1
OUT,98.9,-13,12.447451011191196,10.0,ground_ball,1
OUT,81.6,-46,41.95467348586681,2.0,ground_ball,1
OUT,95.6,19,32.13754322730508,305.0,line_drive,1
OUT,82.6,16,3.576878215568304,171.0,line_drive,1
OUT,95.2,-22,-17.310098724348588,4.0,ground_ball,1
OUT,93.7,-12,-21.37366350040492,9.0,ground_ball,1
SINGLE,96.6,12,37.45124508302708,223.0,line_drive,1
OUT,70.7,11,-23.132959637985447,126.0,ground_ball,1
SINGLE,102.5,12,15.527390726158592,282.0,line_drive,1
OUT,93.5,-34,-33.651046569801736,2.0,ground_ball,1
SINGLE,103.0,9,30.26192336512017,157.0,line_drive,1
OUT,97.1,-4,-39.51061711741257,24.0,ground_ball,1
OUT,97.6,40,30.697037754113587,327.0,fly_ball,1
DOUBLE,101.6,21,-13.346341920356434,355.0,line_drive,1
OUT,101.4,3,21.0892700151933,70.0,ground_ball,1
OUT,77.5,-15,-5.92887037958337,7.0,ground_ball,1
OUT,74.4,48,-15.064377138772883,224.0,fly_ball,1
SINGLE,106.0,-1,-8.062844847002761,45.0,ground_ball,1
SINGLE,105.6,1,20.5691278052335,49.0,ground_ball,1
OUT,95.1,29,34.27119997830986,350.0,fly_ball,1
OUT,54.5,-51,-7.11207692285408,2.0,ground_ball,1
OUT,90.2,51,17.46144793737604,261.0,fly_ball,1
OUT,96.5,30,-10.119198582162875,384.0,fly_ball,1
HR,106.5,27,30.34110222986441,416.0,fly_ball,1
SINGLE,109.8,10,23.464676255579672,238.0,line_drive,1
OUT,84.4,20,4.455411373211715,292.0,line_drive,1
OUT,96.7,-4,-24.248378400273587,18.0,ground_ball,1
OUT,85.6,68,55.567319756800245,139.0,popup,0
OUT,100.7,3,16.913810529488604,71.0,ground_ball,1
OUT,94.0,25,5.17830933205717,360.0,fly_ball,1
OUT,90.2,2,14.0730718604203,63.0,ground_ball,1
OUT,77.2,-38,42.184862184391136,2.0,ground_ball,1
OUT,100.2,7,-16.88583094799085,160.0,line_drive,1
HR,102.4,26,-10.968035976613471,397.0,fly_ball,1
OUT,99.3,10,16.67317234223412,153.0,line_drive,1
OUT,92.2,58,0.2568340489405331,204.0,fly_ball,1
OUT,98.5,-2,-26.53212887874012,29.0,ground_ball,1
OUT,82.8,-57,20.026431614484025,2.0,ground_ball,1
OUT,81.2,-40,20.231300909577246,3.0,ground_ball,1
SINGLE,108.6,7,0.0578267144369024,145.0,line_drive,1
OUT,75.3,4,20.02423340711477,69.0,ground_ball,1
DOUBLE,101.0,16,-21.91068293208285,307.0,line_drive,1
OUT,89.3,-2,48.972495940750655,26.0,ground_ball,0
OUT,95.0,25,2.585400667592507,373.0,fly_ball,1
OUT,81.8,34,41.4796152197612,261.0,fly_ball,1
OUT,95.8,-2,-17.23617317273076,34.0,ground_ball,1
OUT,70.5,74,62.91566594633283,79.0,popup,0
SINGLE,88.5,9,-37.77972582500625,123.0,ground_ball,1
DOUBLE,88.2,-7,-46.11319577487538,14.0,ground_ball,0
SINGLE,98.3,-9,-9.778936513431471,17.0,ground_ball,1
SINGLE,105.1,11,14.828034014730417,215.0,line_drive,1
SINGLE,81.2,18,-20.489476506305287,223.0,line_drive,1
SINGLE,93.3,-19,18.66399983377988,9.0,ground_ball,1
OUT,66.6,-5,-12.782712543605252,22.0,ground_ball,1
OUT,66.8,-33,22.92029087526443,3.0,ground_ball,1
OUT,74.1,76,80.83442353113901,70.0,popup,0
OUT,75.3,-4,-44.91175089071253,12.0,ground_ball,1
SINGLE,101.7,6,-6.606160959531929,139.0,ground_ball,1
OUT,90.9,-12,-45.793480716798605,10.0,ground_ball,0
OUT,104.6,-12,36.98024949896071,12.0,ground_ball,1
SINGLE,105.8,12,-12.14362124602272,200.0,line_drive,1
DOUBLE,97.1,28,-6.259298616224841,377.0,fly_ball,1
DOUBLE,100.9,13,-46.991876852044456,208.0,line_drive,0
DOUBLE,106.2,13,-47.2348603881412,261.0,line_drive,0
OUT,83.4,5,20.81546416066645,94.0,ground_ball,1
DOUBLE,100.2,-12,-43.77448661907045,10.0,ground_ball,1
SINGLE,93.9,-6,-9.564227114418095,16.0,ground_ball,1
OUT,70.0,66,63.54226928652474,142.0,popup,0
SINGLE,99.9,3,34.15192422165671,70.0,ground_ball,1
HR,106.9,29,-0.5452383287091868,420.0,fly_ball,1
OUT,80.3,69,-72.84130989007014,131.0,popup,0
OUT,101.4,37,2.94707485805342,362.0,fly_ball,1
OUT,91.9,66,58.682485962347535,147.0,popup,0
OUT,67.3,-34,29.323700051662826,3.0,ground_ball,1
SINGLE,83.0,18,-2.760064712201494,238.0,line_drive,1
OUT,84.2,-35,-40.10859124151982,4.0,ground_ball,1
OUT,99.5,0,-15.263765382329089,55.0,ground_ball,1
OUT,103.6,52,33.685715066286456,272.0,fly_ball,1
OUT,57.0,-46,43.56703041787631,2.0,ground_ball,1
OUT,72.3,-34,56.10574310498561,3.0,ground_ball,0
DOUBLE,105.7,12,-13.680755009811014,261.0,line_drive,1
OUT,97.4,0,33.72341564454592,46.0,ground_ball,1
SINGLE,78.6,-5,1.7187314148875672,15.0,ground_ball,1
OUT,98.0,-22,26.747272487552618,5.0,ground_ball,1
DOUBLE,82.5,11,-46.8100044399823,128.0,ground_ball,0
HR,105.2,31,34.446144752890866,420.0,fly_ball,1
SINGLE,86.0,18,23.00547468450862,235.0,line_drive,1
OUT,87.4,-11,-51.55810629486312,10.0,ground_ball,0
OUT,96.0,4,-2.113956967782093,91.0,ground_ball,1
OUT,97.6,26,27.204673354724648,356.0,fly_ball,1
OUT,77.1,-48,-48.176272591104485,2.0,ground_ball,0
DOUBLE,100.9,24,-29.534570690472304,362.0,fly_ball,1
OUT,66.2,49,41.876779663628405,171.0,popup,1
OUT,95.9,48,-2.3851593125655115,304.0,fly_ball,1
OUT,59.1,-47,51.42937569595452,2.0,ground_ball,0
DOUBLE,109.4,16,24.15340652586941,368.0,line_drive,1
OUT,93.0,22,-39.61296457191501,300.0,line_drive,1
HR,98.5,27,-46.06107315611252,345.0,fly_ball,0
OUT,94.6,-23,-35.33210843279851,6.0,ground_ball,1
DOUBLE,99.0,20,17.59451316531428,352.0,line_drive,1
OUT,111.3,15,-4.945555090242,333.0,line_drive,1
SINGLE,98.3,10,-33.64282745313713,156.0,line_drive,1
OUT,84.1,77,79.10664592042316,57.0,popup,0
SINGLE,85.2,-35,-18.43494882292201,3.0,ground_ball,1
OUT,92.4,56,2.8780128053485154,205.0,fly_ball,1
OUT,86.2,75,-47.68591322124549,87.0,popup,0
DOUBLE,101.9,14,23.031462747446746,286.0,line_drive,1
OUT,91.7,49,38.98729825592007,285.0,fly_ball,1
SINGLE,105.5,15,-34.09227425025375,266.0,line_drive,1
OUT,101.1,-17,-16.080875780548975,8.0,ground_ball,1
OUT,83.0,-37,47.155933006652745,2.0,ground_ball,0
DOUBLE,106.2,21,-46.628416000526514,291.0,line_drive,0
DOUBLE,101.0,14,-45.50098371438428,260.0,line_drive,0
SINGLE,100.7,5,-46.45291252830441,105.0,line_drive,0
OUT,101.8,-11,-20.983123829095664,8.0,ground_ball,1
OUT,62.9,14,-13.593878016910535,114.0,ground_ball,1
OUT,90.6,34,-5.615194580496396,351.0,fly_ball,1
HR,101.0,29,-36.97445049938151,378.0,fly_ball,1
SINGLE,100.5,5,-4.741983976073974,114.0,ground_ball,1
SINGLE,94.2,12,1.4169533600981394,269.0,line_drive,1
DOUBLE,109.6,8,-42.19587953890234,170.0,line_drive,1
HR,104.2,31,-6.858254060290138,416.0,fly_ball,1
OUT,94.9,43,43.83576624318101,316.0,fly_ball,1
OUT,110.2,2,-21.136670082857613,74.0,ground_ball,1
OUT,81.5,-22,50.59693893878075,4.0,ground_ball,0
OUT,62.7,9,19.042038192580165,91.0,ground_ball,1
OUT,92.5,2,-43.64928657590944,58.0,ground_ball,1
OUT,67.4,8,33.05104794506568,84.0,ground_ball,1
OUT,61.1,-37,-7.913019906267171,3.0,ground_ball,1
OUT,79.0,-42,-37.18419854344463,3.0,ground_ball,1
OUT,93.6,51,-45.80187876601594,296.0,fly_ball,0
OUT,83.2,48,-9.593299400714333,243.0,fly_ball,1
HR,104.0,23,-17.481897006670426,402.0,fly_ball,1
OUT,62.1,43,28.668481313741506,189.0,fly_ball,1
HR,102.0,33,-13.1097360739194,396.0,fly_ball,1
OUT,92.5,-26,-42.787500828280976,4.0,ground_ball,1
SINGLE,55.5,-15,-21.794196724082877,10.0,ground_ball,1
OUT,72.7,63,58.54225897762515,156.0,popup,0
SINGLE,90.8,12,7.988540245440394,178.0,line_drive,1
DOUBLE,103.9,18,-15.748721139255087,346.0,line_drive,1
HR,102.2,35,-43.76063370334941,384.0,fly_ball,1
OUT,78.2,-23,28.06071809137537,6.0,ground_ball,1
OUT,78.8,-19,-31.520537277227785,7.0,ground_ball,1
HR,101.9,29,-1.3994775696683086,423.0,fly_ball,1
OUT,102.1,17,-4.777773288565625,376.0,line_drive,1
DOUBLE,109.4,19,38.39760859901909,325.0,line_drive,1
DOUBLE,107.0,19,-17.015684879917647,344.0,line_drive,1
OUT,103.0,-11,29.05181381080072,11.0,ground_ball,1
OUT,98.1,49,-22.221682960827348,314.0,fly_ball,1
OUT,86.3,26,-30.10676535524669,305.0,line_drive,1
OUT,75.5,44,33.72334709678089,239.0,fly_ball,1
OUT,74.9,-44,46.47267192004953,3.0,ground_ball,0
OUT,98.0,-11,-17.92254577413288,14.0,ground_ball,1
SINGLE,92.9,13,6.809139193551417,192.0,line_drive,1
SINGLE,78.4,44,48.03064724085542,231.0,fly_ball,0
OUT,96.9,20,-23.316388858504503,293.0,line_drive,1
OUT,62.3,-51,8.485411719062963,1.0,ground_ball,1
DOUBLE,105.9,13,48.68412115432854,204.0,line_drive,0
OUT,93.0,12,16.05013149880564,189.0,line_drive,1
HR,103.8,27,-1.8658364326762544,403.0,fly_ball,1
OUT,92.7,1,43.66204465623167,43.0,ground_ball,1
DOUBLE,103.3,21,-13.012388769200966,395.0,line_drive,1
OUT,66.3,7,-20.64170765858524,80.0,ground_ball,1
OUT,93.9,44,44.877655860169405,310.0,fly_ball,1
OUT,91.4,62,-31.778941231198694,192.0,fly_ball,1
OUT,72.0,66,67.76000925766046,140.0,popup,0
SINGLE,107.8,-1,-26.490769741366385,38.0,ground_ball,1
OUT,94.8,-26,-8.660332441143273,3.0,ground_ball,1
SINGLE,82.1,18,23.10741855579585,243.0,line_drive,1
OUT,93.0,-7,28.188321540385274,19.0,ground_ball,1
SINGLE,97.8,-14,-2.420050837068168,7.0,ground_ball,1
SINGLE,115.6,6,-26.970235761175434,225.0,line_drive,1
OUT,92.4,10,24.30429614910337,172.0,line_drive,1
OUT,85.0,-16,42.61102006973122,6.0,ground_ball,1
DOUBLE,99.4,13,46.9089293316218,197.0,line_drive,0
SINGLE,81.5,0,49.47844254001881,32.0,ground_ball,0
OUT,91.7,-15,-12.63154647325942,10.0,ground_ball,1
SINGLE,65.5,26,5.129094452985766,208.0,fly_ball,1
