result_label,launch_speed,launch_angle,spray_angle,hit_distance_sc,bb_type,events,park_id,home_team,game_pk,hc_x,hc_y,game_date,label
OUT,69.9,9,40.13665577734627,102,ground_ball,field_out,3,BOS,718370,163.27,153.38,2023-04-30,0
OUT,111.1,-9,-14.832704389615593,11,ground_ball,field_out,3,BOS,718370,110.68,142.61,2023-04-30,0
OUT,88.7,21,14.758364486669501,311,line_drive,field_out,3,BOS,718370,157.04,78.24,2023-04-30,0
DOUBLE,91.8,23,-29.433839175505504,310,line_drive,double,3,BOS,718370,64.34,90.02,2023-04-30,2
OUT,80.8,-10,41.032439059270104,12,ground_ball,field_out,3,BOS,718370,159.77,158.8,2023-04-30,0
OUT,102.7,-10,-12.543791819004642,15,ground_ball,field_out,3,BOS,718370,113.71,145.64,2023-04-30,0
OUT,89.6,12,-8.567741028745184,186,line_drive,field_out,3,BOS,718370,114.69,127.05,2023-04-30,0
OUT,97.5,2,-16.863734895207617,67,ground_ball,field_out,3,BOS,718370,109.16,144.63,2023-04-30,0
DOUBLE,102.2,28,-7.847418623939733,394,fly_ball,double,3,BOS,718370,103.66,40.39,2023-04-30,2
OUT,99.7,5,-16.945861612926297,84,ground_ball,grounded_into_double_play,3,BOS,718370,106.87,137.39,2023-04-30,0
HR,107.9,20,45.78833846438854,373,line_drive,home_run,3,BOS,718370,234.09,92.55,2023-04-30,4
OUT,98.6,-6,46.507709263954325,18,ground_ball,field_out,3,BOS,718370,153.69,171.45,2023-04-30,0
SINGLE,81.6,6,-20.94539021830951,76,ground_ball,single,3,BOS,718370,90.94,108.19,2023-04-30,1
OUT,86.4,20,14.514054814028027,299,line_drive,field_out,3,BOS,718370,155.45,82.27,2023-04-30,0
OUT,78.9,-3,35.11187665160125,19,ground_ball,field_out,3,BOS,718370,156.73,153.74,2023-04-30,0
OUT,83.9,64,-27.344093743295286,172,fly_ball,field_out,3,BOS,718370,94.75,138.96,2023-04-30,0
HR,111.8,42,-36.81231463242814,427,fly_ball,home_run,3,BOS,718370,21.68,59.66,2023-04-30,4
SINGLE,90.6,7,-27.179229242806386,110,ground_ball,single,3,BOS,718370,88.64,126.64,2023-04-30,1
OUT,98.6,40,-27.158137466449162,320,fly_ball,field_out,3,BOS,718370,66.85,84.1,2023-04-30,0
OUT,97.6,-13,35.67851105077847,12,ground_ball,field_out,3,BOS,718370,155.21,156.78,2023-04-30,0
OUT,97.3,37,35.95995013440683,356,fly_ball,field_out,3,BOS,718370,210.17,81.45,2023-04-30,0
SINGLE,84.1,3,30.1488075735519,84,ground_ball,single,3,BOS,718370,179.5,105.16,2023-04-30,1
DOUBLE,77.4,-17,40.86942725669191,5,ground_ball,double,3,BOS,718370,187.6,126.41,2023-04-30,2
SINGLE,81.6,17,-12.976549538431598,248,line_drive,single,3,BOS,718370,99.8,87.09,2023-04-30,1
DOUBLE,63.3,47,-52.985689857158526,183,fly_ball,double,3,BOS,718370,62.06,150.5,2023-04-30,2
SINGLE,106.0,0,-26.049825107765013,50,ground_ball,single,3,BOS,718370,84.36,114.27,2023-04-30,1
OUT,90.1,20,8.845047713046176,293,line_drive,field_out,3,BOS,718370,143.37,82.92,2023-04-30,0
OUT,74.2,-30,-33.4650961609045,4,ground_ball,field_error,3,BOS,718370,93.87,150.54,2023-04-30,0
OUT,83.4,24,33.815128274235086,267,line_drive,field_out,3,BOS,718370,184.82,109.59,2023-04-30,0
OUT,71.8,79,71.90179831267454,36,popup,field_out,3,BOS,718370,111.1,202.95,2023-04-30,0
OUT,78.1,4,2.4699582756304035,71,line_drive,field_out,3,BOS,718370,126.46,174.16,2023-04-30,0
OUT,101.8,32,19.772995720600083,366,fly_ball,field_out,3,BOS,718370,175.31,59.49,2023-04-30,0
OUT,88.6,-28,-9.776241301887842,4,ground_ball,field_error,3,BOS,718370,114.16,132.92,2023-04-30,0
OUT,85.9,-5,24.508310026527738,11,ground_ball,field_out,3,BOS,718370,139.48,167.43,2023-04-30,0
OUT,72.3,-12,-7.674095391366725,10,ground_ball,field_out,3,BOS,718370,118.42,146.32,2023-04-30,0
OUT,94.0,0,25.355331162425564,39,ground_ball,field_out,3,BOS,718370,149.64,147.16,2023-04-30,0
OUT,83.4,76,81.22377874774452,95,popup,field_out,3,BOS,718370,164.09,192.3,2023-04-30,0
OUT,87.1,29,19.43597511270192,312,fly_ball,field_out,3,BOS,718370,167.1,80.15,2023-04-30,0
OUT,69.0,-18,-13.44861505168652,5,ground_ball,field_out,3,BOS,718370,115.74,157.79,2023-04-30,0
DOUBLE,106.7,24,-15.19941062191214,383,fly_ball,double,3,BOS,718370,92.31,76.4,2023-04-30,2
OUT,72.5,-36,38.68709195655787,4,ground_ball,field_out,3,BOS,718370,160.27,154.75,2023-04-30,0
SINGLE,95.7,6,-24.97976450604193,138,ground_ball,single,3,BOS,718370,84.87,111.23,2023-04-30,1
OUT,83.0,9,-16.809913595414784,170,line_drive,field_out,3,BOS,718370,106.49,135.61,2023-04-30,0
OUT,81.3,23,-21.780772399156266,260,line_drive,field_out,3,BOS,718370,87.16,102.52,2023-04-30,0
OUT,97.7,37,26.52315159841191,333,fly_ball,field_out,3,BOS,718370,185.5,77.89,2023-04-30,0
OUT,111.6,0,-21.289751728388424,60,ground_ball,field_out,3,BOS,718370,105.11,146.15,2023-04-30,0
OUT,65.7,-6,31.51115178295127,15,ground_ball,field_out,3,BOS,718370,134.99,182.66,2023-04-30,0
OUT,82.9,-21,8.098072394863905,,ground_ball,field_out,2680,SD,718368,133.26,143.17,2023-04-30,0
OUT,64.5,-25,-19.933515571145236,,ground_ball,field_out,2680,SD,718368,108.93,152.8,2023-04-30,0
OUT,83.1,5,34.564348672678435,,ground_ball,field_out,2680,SD,718368,151.51,160.4,2023-04-30,0
OUT,97.1,19,9.756181921278541,,line_drive,field_out,2680,SD,718368,144.92,84.86,2023-04-30,0
DOUBLE,77.9,45,-9.581167306473338,,fly_ball,double,2680,SD,718368,108.93,100.58,2023-04-30,2
SINGLE,97.1,16,29.76595394479961,,line_drive,single,2680,SD,718368,172.3,116.3,2023-04-30,1
SINGLE,106.8,10,-24.1557508656138,,line_drive,single,2680,SD,718368,82.06,101.59,2023-04-30,1
OUT,48.9,-47,35.02487327954137,,ground_ball,field_out,2680,SD,718368,156.58,153.81,2023-04-30,0
OUT,98.1,33,5.395928228205238,,fly_ball,field_out,2680,SD,718368,139.34,50.9,2023-04-30,0
OUT,56.5,-37,-6.574050771783183,,ground_ball,field_out,2680,SD,718368,119.07,143.17,2023-04-30,0
OUT,84.1,5,-7.6915938958424315,,ground_ball,field_error,2680,SD,718368,112.98,106.16,2023-04-30,0
OUT,108.4,18,23.97310354568646,,line_drive,field_out,2680,SD,718368,167.73,103.12,2023-04-30,0
OUT,38.3,-63,45.57872556560772,,ground_ball,field_out,2680,SD,718368,144.92,179.16,2023-04-30,0
OUT,71.6,-32,-21.510709470670232,,ground_ball,field_out,2680,SD,718368,106.9,151.28,2023-04-30,0
